Quarter,Value,Percentage Change,index
Q1 1991,8.55,,^FTLC
Q2 1991,8.55,,^FTLC
Q3 1991,8.55,,^FTLC
Q4 1991,8.55,,^FTLC
Q1 1992,9.78,0.03418209624734514,^FTLC
Q2 1992,9.78,0.03418209624734514,^FTLC
Q3 1992,9.78,0.03418209624734514,^FTLC
Q4 1992,9.78,0.03418209624734514,^FTLC
Q1 1993,10.35,0.01426677448979774,^FTLC
Q2 1993,10.35,0.01426677448979774,^FTLC
Q3 1993,10.35,0.01426677448979774,^FTLC
Q4 1993,10.35,0.01426677448979774,^FTLC
Q1 1994,9.65,-0.017346136034735338,^FTLC
Q2 1994,9.65,-0.017346136034735338,^FTLC
Q3 1994,9.65,-0.017346136034735338,^FTLC
Q4 1994,9.65,-0.017346136034735338,^FTLC
Q1 1995,8.69,-0.025861003450437514,^FTLC
Q2 1995,8.69,-0.025861003450437514,^FTLC
Q3 1995,8.69,-0.025861003450437514,^FTLC
Q4 1995,8.69,-0.025861003450437514,^FTLC
Q1 1996,8.19,-0.014695787105637126,^FTLC
Q2 1996,8.19,-0.014695787105637126,^FTLC
Q3 1996,8.19,-0.014695787105637126,^FTLC
Q4 1996,8.19,-0.014695787105637126,^FTLC
Q1 1997,7.07,-0.03610914936028431,^FTLC
Q2 1997,7.07,-0.03610914936028431,^FTLC
Q3 1997,7.07,-0.03610914936028431,^FTLC
Q4 1997,7.07,-0.03610914936028431,^FTLC
Q1 1998,6.2,-0.0323071826820468,^FTLC
Q2 1998,6.2,-0.0323071826820468,^FTLC
Q3 1998,6.2,-0.0323071826820468,^FTLC
Q4 1998,6.2,-0.0323071826820468,^FTLC
Q1 1999,6.04,-0.006513359914150807,^FTLC
Q2 1999,6.04,-0.006513359914150807,^FTLC
Q3 1999,6.04,-0.006513359914150807,^FTLC
Q4 1999,6.04,-0.006513359914150807,^FTLC
Q1 2000,5.56,-0.020496599150221617,^FTLC
Q2 2000,5.56,-0.020496599150221617,^FTLC
Q3 2000,5.56,-0.020496599150221617,^FTLC
Q4 2000,5.56,-0.020496599150221617,^FTLC
Q1 2001,4.7,-0.04114548572280763,^FTLC
Q2 2001,4.7,-0.04114548572280763,^FTLC
Q3 2001,4.7,-0.04114548572280763,^FTLC
Q4 2001,4.7,-0.04114548572280763,^FTLC
Q1 2002,5.04,0.017604635135074487,^FTLC
Q2 2002,5.04,0.017604635135074487,^FTLC
Q3 2002,5.04,0.017604635135074487,^FTLC
Q4 2002,5.04,0.017604635135074487,^FTLC
Q1 2003,4.81,-0.01160029373457161,^FTLC
Q2 2003,4.81,-0.01160029373457161,^FTLC
Q3 2003,4.81,-0.01160029373457161,^FTLC
Q4 2003,4.81,-0.01160029373457161,^FTLC
Q1 2004,4.59,-0.011626185356128249,^FTLC
Q2 2004,4.59,-0.011626185356128249,^FTLC
Q3 2004,4.59,-0.011626185356128249,^FTLC
Q4 2004,4.59,-0.011626185356128249,^FTLC
Q1 2005,4.75,0.008613081891604812,^FTLC
Q2 2005,4.75,0.008613081891604812,^FTLC
Q3 2005,4.75,0.008613081891604812,^FTLC
Q4 2005,4.75,0.008613081891604812,^FTLC
Q1 2006,5.35,0.03018096503501666,^FTLC
Q2 2006,5.35,0.03018096503501666,^FTLC
Q3 2006,5.35,0.03018096503501666,^FTLC
Q4 2006,5.35,0.03018096503501666,^FTLC
Q1 2007,5.26,-0.0042267223412534305,^FTLC
Q2 2007,5.26,-0.0042267223412534305,^FTLC
Q3 2007,5.26,-0.0042267223412534305,^FTLC
Q4 2007,5.26,-0.0042267223412534305,^FTLC
Q1 2008,5.62,0.016678102820063767,^FTLC
Q2 2008,5.62,0.016678102820063767,^FTLC
Q3 2008,5.62,0.016678102820063767,^FTLC
Q4 2008,5.62,0.016678102820063767,^FTLC
Q1 2009,7.54,0.07623165668252896,^FTLC
Q2 2009,7.54,0.07623165668252896,^FTLC
Q3 2009,7.54,0.07623165668252896,^FTLC
Q4 2009,7.54,0.07623165668252896,^FTLC
Q1 2010,7.79,0.008198621684162521,^FTLC
Q2 2010,7.79,0.008198621684162521,^FTLC
Q3 2010,7.79,0.008198621684162521,^FTLC
Q4 2010,7.79,0.008198621684162521,^FTLC
Q1 2011,8.04,0.007930168933196757,^FTLC
Q2 2011,8.04,0.007930168933196757,^FTLC
