Quarter,Value,index,Percentage Change
Q2 2015,9.56,^BVSP,0.170134639
Q3 2015,9.93,^BVSP,0.038702929
Q4 2015,10.71,^BVSP,0.078549849
Q1 2016,9.28,^BVSP,-0.133520075
Q2 2016,8.74,^BVSP,-0.058189655
Q3 2016,7.87,^BVSP,-0.099542334
Q4 2016,5.35,^BVSP,-0.320203304
Q1 2017,4.08,^BVSP,-0.237383178
Q2 2017,2.71,^BVSP,-0.335784314
Q3 2017,2.7,^BVSP,-0.003690037
Q4 2017,2.86,^BVSP,0.059259259
Q1 2018,2.76,^BVSP,-0.034965035
Q2 2018,4.48,^BVSP,0.623188406
Q3 2018,4.56,^BVSP,0.017857143
Q4 2018,3.78,^BVSP,-0.171052632
Q1 2019,4.94,^BVSP,0.306878307
Q2 2019,3.22,^BVSP,-0.348178138
Q3 2019,2.54,^BVSP,-0.211180124
Q4 2019,4.19,^BVSP,0.649606299
Q1 2020,2.4,^BVSP,-0.427207637
Q2 2020,2.31,^BVSP,-0.0375
Q3 2020,3.92,^BVSP,0.696969697
Q4 2020,4.56,^BVSP,0.163265306
Q1 2021,6.76,^BVSP,0.48245614
Q2 2021,8.99,^BVSP,0.329881657
Q3 2021,10.67,^BVSP,0.186874305
Q4 2021,10.38,^BVSP,-0.027179007
Q1 2022,12.13,^BVSP,0.168593449
Q2 2022,10.07,^BVSP,-0.169826876
Q3 2022,6.47,^BVSP,-0.357497517
Q4 2022,5.77,^BVSP,-0.108191654
Q1 2023,4.18,^BVSP,-0.275563258
Q2 2023,3.99,^BVSP,-0.045454545
