Quarter,Percentage Change,index
Q1 2001,0,^BVSP
Q2 2001,0.00219965,^BVSP
Q3 2001,0.002096964,^BVSP
Q4 2001,0.002089088,^BVSP
Q1 2002,0.003379425,^BVSP
Q2 2002,0.006635495,^BVSP
Q3 2002,0.011215977,^BVSP
Q4 2002,0.017705629,^BVSP
Q1 2003,0.025905539,^BVSP
Q2 2003,0.033730528,^BVSP
Q3 2003,0.037946668,^BVSP
Q4 2003,0.037170763,^BVSP
Q1 2004,0.033325219,^BVSP
Q2 2004,0.028521071,^BVSP
Q3 2004,0.024501566,^BVSP
Q4 2004,0.021609959,^BVSP
Q1 2005,0.019947955,^BVSP
Q2 2005,0.019630195,^BVSP
Q3 2005,0.020844372,^BVSP
Q4 2005,0.023326852,^BVSP
Q1 2006,0.026813926,^BVSP
Q2 2006,0.030769703,^BVSP
Q3 2006,0.034629583,^BVSP
Q4 2006,0.037898381,^BVSP
Q1 2007,0.040844782,^BVSP
Q2 2007,0.043808453,^BVSP
Q3 2007,0.046908718,^BVSP
Q4 2007,0.050005069,^BVSP
Q1 2008,0.052779879,^BVSP
Q2 2008,0.054496607,^BVSP
Q3 2008,0.055313447,^BVSP
Q4 2008,0.056073739,^BVSP
Q1 2009,0.057469105,^BVSP
Q2 2009,0.059183322,^BVSP
Q3 2009,0.060555745,^BVSP
Q4 2009,0.060673373,^BVSP
Q1 2010,0.058906983,^BVSP
Q2 2010,0.055876934,^BVSP
Q3 2010,0.052362933,^BVSP
Q4 2010,0.048756428,^BVSP
Q1 2011,0.045268492,^BVSP
Q2 2011,0.041480756,^BVSP
Q3 2011,0.036367502,^BVSP
Q4 2011,0.030622215,^BVSP
Q1 2012,0.026312045,^BVSP
Q2 2012,0.024280752,^BVSP
Q3 2012,0.023510519,^BVSP
Q4 2012,0.023076706,^BVSP
Q1 2013,0.022576516,^BVSP
Q2 2013,0.021773432,^BVSP
Q3 2013,0.020595708,^BVSP
Q4 2013,0.019460997,^BVSP
Q1 2014,0.020252407,^BVSP
Q2 2014,0.014710369,^BVSP
Q3 2014,0.009560002,^BVSP
Q4 2014,0.004853289,^BVSP
Q1 2015,0.000381605,^BVSP
Q2 2015,-0.003375917,^BVSP
Q3 2015,-0.005828032,^BVSP
Q4 2015,-0.006997934,^BVSP
Q1 2016,-0.007471791,^BVSP
Q2 2016,-0.007490929,^BVSP
Q3 2016,-0.007210304,^BVSP
Q4 2016,-0.00641364,^BVSP
Q1 2017,-0.005239442,^BVSP
Q2 2017,-0.003722157,^BVSP
Q3 2017,-0.002030411,^BVSP
Q4 2017,-0.000211119,^BVSP
Q1 2018,0.001497647,^BVSP
Q2 2018,0.002875319,^BVSP
Q3 2018,0.00424437,^BVSP
Q4 2018,0.005957941,^BVSP
Q1 2019,0.008136359,^BVSP
Q2 2019,0.010886494,^BVSP
Q3 2019,0.013796014,^BVSP
Q4 2019,0.016538675,^BVSP
Q1 2020,0.019421789,^BVSP
Q2 2020,0.021968716,^BVSP
Q3 2020,0.023727403,^BVSP
Q4 2020,0.02365023,^BVSP
Q1 2021,0.021403836,^BVSP
Q2 2021,0.017885782,^BVSP
Q3 2021,0.013650786,^BVSP
Q4 2021,0.009066457,^BVSP
Q1 2022,0.004500651,^BVSP
Q2 2022,0.001235921,^BVSP
Q3 2022,-0.000463169,^BVSP
Q4 2022,-0.001188467,^BVSP
Q1 2023,-0.001592102,^BVSP
Q2 2023,-0.002012143,^BVSP
