Quarter,Value,index,Percentage Change
Q1 1961,1.42,^GDAXI,0
Q2 1961,2.55,^GDAXI,0.795774648
Q3 1961,2.55,^GDAXI,0
Q4 1961,3.08,^GDAXI,0.207843137
Q1 1962,3.92,^GDAXI,0.272727273
Q2 1962,2.76,^GDAXI,-0.295918367
Q3 1962,2.49,^GDAXI,-0.097826087
Q4 1962,2.99,^GDAXI,0.200803213
Q1 1963,3.23,^GDAXI,0.080267559
Q2 1963,2.15,^GDAXI,-0.334365325
Q3 1963,3.23,^GDAXI,0.502325581
Q4 1963,2.64,^GDAXI,-0.182662539
Q1 1964,1.83,^GDAXI,-0.306818182
Q2 1964,2.63,^GDAXI,0.43715847
Q3 1964,2.09,^GDAXI,-0.205323194
Q4 1964,2.06,^GDAXI,-0.014354067
Q1 1965,2.56,^GDAXI,0.242718447
Q2 1965,3.85,^GDAXI,0.50390625
Q3 1965,4.09,^GDAXI,0.062337662
Q4 1965,4.03,^GDAXI,-0.014669927
Q1 1966,4.5,^GDAXI,0.11662531
Q2 1966,3.21,^GDAXI,-0.286666667
Q3 1966,2.7,^GDAXI,-0.158878505
Q4 1966,2.66,^GDAXI,-0.014814815
Q1 1967,1.67,^GDAXI,-0.372180451
Q2 1967,1.91,^GDAXI,0.143712575
Q3 1967,1.67,^GDAXI,-0.12565445
Q4 1967,1.42,^GDAXI,-0.149700599
Q1 1968,1.41,^GDAXI,-0.007042254
Q2 1968,1.17,^GDAXI,-0.170212766
Q3 1968,1.41,^GDAXI,0.205128205
Q4 1968,1.4,^GDAXI,-0.007092199
Q1 1969,1.86,^GDAXI,0.328571429
Q2 1969,2.09,^GDAXI,0.123655914
Q3 1969,2.09,^GDAXI,0
Q4 1969,2.98,^GDAXI,0.425837321
Q1 1970,3.42,^GDAXI,0.147651007
Q2 1970,3.41,^GDAXI,-0.002923977
Q3 1970,3.86,^GDAXI,0.131964809
Q4 1970,4.01,^GDAXI,0.038860104
Q1 1971,4.85,^GDAXI,0.209476309
Q2 1971,5.71,^GDAXI,0.177319588
Q3 1971,5.91,^GDAXI,0.03502627
Q4 1971,5.57,^GDAXI,-0.057529611
Q1 1972,5.04,^GDAXI,-0.095152603
Q2 1972,5.2,^GDAXI,0.031746032
Q3 1972,5.99,^GDAXI,0.151923077
Q4 1972,6.29,^GDAXI,0.050083472
Q1 1973,6.8,^GDAXI,0.081081081
Q2 1973,7.31,^GDAXI,0.075
Q3 1973,6.63,^GDAXI,-0.093023256
Q4 1973,7.44,^GDAXI,0.122171946
Q1 1974,7.3,^GDAXI,-0.018817204
Q2 1974,6.81,^GDAXI,-0.067123288
Q3 1974,7.13,^GDAXI,0.046989721
Q4 1974,6.04,^GDAXI,-0.152875175
Q1 1975,6.11,^GDAXI,0.011589404
Q2 1975,6.21,^GDAXI,0.016366612
Q3 1975,5.63,^GDAXI,-0.093397746
Q4 1975,5.19,^GDAXI,-0.078152753
Q1 1976,4.77,^GDAXI,-0.080924855
Q2 1976,3.57,^GDAXI,-0.251572327
Q3 1976,3.72,^GDAXI,0.042016807
Q4 1976,3.98,^GDAXI,0.069892473
Q1 1977,3.61,^GDAXI,-0.092964824
Q2 1977,4.08,^GDAXI,0.130193906
Q3 1977,3.58,^GDAXI,-0.12254902
Q4 1977,3.06,^GDAXI,-0.145251397
Q1 1978,3.03,^GDAXI,-0.009803922
Q2 1978,2.71,^GDAXI,-0.105610561
Q3 1978,2.41,^GDAXI,-0.110701107
Q4 1978,2.82,^GDAXI,0.170124481
Q1 1979,3.09,^GDAXI,0.095744681
Q2 1979,4.25,^GDAXI,0.375404531
Q3 1979,5.14,^GDAXI,0.209411765
Q4 1979,4.91,^GDAXI,-0.044747082
Q1 1980,5.85,^GDAXI,0.191446029
Q2 1980,5.34,^GDAXI,-0.087179487
Q3 1980,4.89,^GDAXI,-0.084269663
Q4 1980,5.92,^GDAXI,0.210633947
