Quarter,Value,index,Percentage Change
Q1 1981,5.8,^GDAXI,-0.02027027
Q2 1981,6.41,^GDAXI,0.105172414
Q3 1981,7.46,^GDAXI,0.163806552
Q4 1981,6.63,^GDAXI,-0.111260054
Q1 1982,4.97,^GDAXI,-0.250377074
Q2 1982,5.4,^GDAXI,0.086519115
Q3 1982,4.83,^GDAXI,-0.105555556
Q4 1982,4.15,^GDAXI,-0.140786749
Q1 1983,3.88,^GDAXI,-0.065060241
Q2 1983,2.86,^GDAXI,-0.262886598
Q3 1983,2.72,^GDAXI,-0.048951049
Q4 1983,2.58,^GDAXI,-0.051470588
Q1 1984,2.92,^GDAXI,0.131782946
Q2 1984,2.31,^GDAXI,-0.20890411
Q3 1984,2.19,^GDAXI,-0.051948052
Q4 1984,2.17,^GDAXI,-0.00913242
Q1 1985,2.5,^GDAXI,0.152073733
Q2 1985,2.15,^GDAXI,-0.14
Q3 1985,1.58,^GDAXI,-0.265116279
Q4 1985,1.34,^GDAXI,-0.151898734
Q2 1986,-0.33,^GDAXI,-1.246268657
Q3 1986,-0.78,^GDAXI,1.363636364
Q4 1986,-0.77,^GDAXI,-0.012820513
Q2 1987,0.44,^GDAXI,-1.8
Q3 1987,0.89,^GDAXI,1.022727273
Q4 1987,0.89,^GDAXI,0
Q1 1988,1,^GDAXI,0.123595506
Q2 1988,1.22,^GDAXI,0.22
Q3 1988,1.44,^GDAXI,0.180327869
Q4 1988,2.31,^GDAXI,0.604166667
Q1 1989,2.96,^GDAXI,0.281385281
Q2 1989,2.73,^GDAXI,-0.077702703
Q3 1989,3.06,^GDAXI,0.120879121
Q4 1989,2.69,^GDAXI,-0.120915033
Q1 1990,2.24,^GDAXI,-0.167286245
Q2 1990,2.45,^GDAXI,0.09375
Q3 1990,3.39,^GDAXI,0.383673469
Q4 1990,2.83,^GDAXI,-0.16519174
Q1 1991,3.08,^GDAXI,0.088339223
Q2 1991,4.84,^GDAXI,0.571428571
Q3 1991,5.05,^GDAXI,0.04338843
Q4 1991,5.69,^GDAXI,0.126732673
Q1 1992,6.21,^GDAXI,0.091388401
Q2 1992,4.96,^GDAXI,-0.201288245
Q3 1992,3.35,^GDAXI,-0.324596774
Q4 1992,4.55,^GDAXI,0.358208955
Q1 1993,4.49,^GDAXI,-0.013186813
Q2 1993,4.59,^GDAXI,0.022271715
Q3 1993,4.45,^GDAXI,-0.030501089
Q4 1993,3.03,^GDAXI,-0.319101124
Q1 1994,2.73,^GDAXI,-0.099009901
Q2 1994,2.45,^GDAXI,-0.102564103
Q3 1994,2.45,^GDAXI,0
Q4 1994,2.3,^GDAXI,-0.06122449
Q1 1995,1.9,^GDAXI,-0.173913043
Q2 1995,1.64,^GDAXI,-0.136842105
Q3 1995,1.51,^GDAXI,-0.079268293
Q4 1995,1.38,^GDAXI,-0.086092715
Q1 1996,1.37,^GDAXI,-0.007246377
Q2 1996,1.36,^GDAXI,-0.00729927
Q3 1996,1.61,^GDAXI,0.183823529
Q4 1996,2.1,^GDAXI,0.304347826
Q1 1997,1.47,^GDAXI,-0.3
Q2 1997,2.32,^GDAXI,0.578231293
Q3 1997,2.08,^GDAXI,-0.103448276
Q4 1997,1.21,^GDAXI,-0.418269231
Q1 1998,1.45,^GDAXI,0.198347107
Q2 1998,0.84,^GDAXI,-0.420689655
Q3 1998,0.48,^GDAXI,-0.428571429
Q4 1998,0.24,^GDAXI,-0.5
Q1 1999,0.6,^GDAXI,1.5
Q2 1999,0.59,^GDAXI,-0.016666667
Q3 1999,0.72,^GDAXI,0.220338983
Q4 1999,1.55,^GDAXI,1.152777778
Q1 2000,1.07,^GDAXI,-0.309677419
Q2 2000,1.3,^GDAXI,0.214953271
Q3 2000,1.66,^GDAXI,0.276923077
Q4 2000,1.41,^GDAXI,-0.15060241
Q1 2001,2.34,^GDAXI,0.659574468
Q2 2001,2.09,^GDAXI,-0.106837607
Q3 2001,1.86,^GDAXI,-0.110047847
Q4 2001,2.08,^GDAXI,0.11827957
Q1 2002,1.49,^GDAXI,-0.283653846
Q2 2002,1.14,^GDAXI,-0.234899329
Q3 2002,1.26,^GDAXI,0.105263158
Q4 2002,1.02,^GDAXI,-0.19047619
Q1 2003,0.9,^GDAXI,-0.117647059
Q2 2003,1.01,^GDAXI,0.122222222
Q3 2003,1.13,^GDAXI,0.118811881
Q4 2003,1.12,^GDAXI,-0.008849558
Q1 2004,1.68,^GDAXI,0.5
Q2 2004,1.78,^GDAXI,0.05952381
Q3 2004,1.9,^GDAXI,0.06741573
Q4 2004,1.44,^GDAXI,-0.242105263
Q1 2005,1.21,^GDAXI,-0.159722222
Q2 2005,1.53,^GDAXI,0.26446281
Q3 2005,1.86,^GDAXI,0.215686275
Q4 2005,1.86,^GDAXI,0
Q1 2006,1.96,^GDAXI,0.053763441
Q2 2006,1.83,^GDAXI,-0.066326531
Q3 2006,1.08,^GDAXI,-0.409836066
Q4 2006,1.72,^GDAXI,0.592592593
Q1 2007,2.13,^GDAXI,0.238372093
Q2 2007,2.01,^GDAXI,-0.056338028
Q3 2007,2.77,^GDAXI,0.378109453
Q4 2007,2.85,^GDAXI,0.028880866
Q1 2008,2.4,^GDAXI,-0.157894737
Q2 2008,3.32,^GDAXI,0.383333333
Q3 2008,2.38,^GDAXI,-0.28313253
Q4 2008,0.92,^GDAXI,-0.613445378
Q1 2009,0.71,^GDAXI,-0.22826087
Q2 2009,-0.5,^GDAXI,-2.219512195
Q4 2009,0.71,^GDAXI,-4.55
Q1 2010,1.21,^GDAXI,0.704225352
Q2 2010,1.11,^GDAXI,-0.082644628
Q3 2010,1.31,^GDAXI,0.18018018
Q4 2010,1.72,^GDAXI,0.312977099
Q1 2011,1.9,^GDAXI,0.104651163
Q2 2011,2.1,^GDAXI,0.105263158
Q3 2011,2.3,^GDAXI,0.095238095
Q4 2011,2.09,^GDAXI,-0.091304348
Q1 2012,1.96,^GDAXI,-0.062200957
Q2 2012,1.86,^GDAXI,-0.051020408
Q3 2012,2.05,^GDAXI,0.102150538
Q4 2012,1.65,^GDAXI,-0.195121951
Q1 2013,1.15,^GDAXI,-0.303030303
Q2 2013,1.92,^GDAXI,0.669565217
Q3 2013,1.24,^GDAXI,-0.354166667
Q4 2013,1.34,^GDAXI,0.080645161
Q1 2014,1.33,^GDAXI,-0.007462687
Q2 2014,0.85,^GDAXI,-0.360902256
Q3 2014,0.76,^GDAXI,-0.105882353
Q4 2014,-0.28,^GDAXI,-1.368421053
Q1 2015,0.87,^GDAXI,-4.107142857
Q2 2015,0.8,^GDAXI,-0.08045977
Q3 2015,0.88,^GDAXI,0.1
Q4 2015,0.51,^GDAXI,-0.420454545
Q1 2016,-0.1,^GDAXI,-1.196078431
Q2 2016,0.5,^GDAXI,-6
Q3 2016,0.8,^GDAXI,0.6
Q4 2016,1.62,^GDAXI,1.025
Q1 2017,1.7,^GDAXI,0.049382716
Q2 2017,1.38,^GDAXI,-0.188235294
Q3 2017,1.28,^GDAXI,-0.072463768
Q4 2017,1.39,^GDAXI,0.0859375
Q1 2018,1.28,^GDAXI,-0.079136691
Q2 2018,1.85,^GDAXI,0.4453125
Q3 2018,2.34,^GDAXI,0.264864865
Q4 2018,1.37,^GDAXI,-0.414529915
Q1 2019,2.04,^GDAXI,0.489051095
Q2 2019,1.72,^GDAXI,-0.156862745
Q3 2019,1.14,^GDAXI,-0.337209302
Q4 2019,1.74,^GDAXI,0.526315789
Q1 2020,0.86,^GDAXI,-0.505747126
Q2 2020,-0.09,^GDAXI,-1.104651163
Q3 2020,-0.19,^GDAXI,-1.223529412
Q4 2020,1.05,^GDAXI,-6.526315789
Q1 2021,1.98,^GDAXI,0.885714286
Q2 2021,3.77,^GDAXI,0.904040404
Q3 2021,4.53,^GDAXI,0.201591512
Q4 2021,4.32,^GDAXI,-0.046357616
Q1 2022,6.25,^GDAXI,0.446759259
Q2 2022,6.67,^GDAXI,0.0672
Q3 2022,8.82,^GDAXI,0.322338831
Q4 2022,8.65,^GDAXI,-0.019274376
Q1 2023,7.17,^GDAXI,-0.171098266
Q2 2023,6.17,^GDAXI,-0.139470014
