Train_Start,Train_End,Val_Start,Val_End,Test_Start,Test_End,Confusion_Matrix,Precision,Recall,F1,Accuracy,RMSE,MAPE,AUC-ROC,False Positive Rate,True Positive Rate
1998-09-30,2013-09-30,2013-12-31,2015-09-30,2015-12-31,2019-12-31,"[[128  35]
 [  1   1]]",0.027777777777777776,0.5,0.05263157894736842,0.7818181818181819,0.46709936649691375,,0.5306748466257669,"[0.         0.00613497 0.1595092  0.1595092  0.7791411  0.7791411
 1.        ]",[0.  0.  0.  0.5 0.5 1.  1. ]
