Date,Value,YOY (%),index
2022-01-01,333287557.0,0.38,^GSPC
2021-01-01,332031554.0,0.16,^GSPC
2020-01-01,331511512.0,0.97,^GSPC
2019-01-01,328329953.0,0.46,^GSPC
2018-01-01,326838199.0,0.53,^GSPC
2017-01-01,325122128.0,0.63,^GSPC
2016-01-01,323071755.0,0.73,^GSPC
2015-01-01,320738994.0,0.74,^GSPC
2014-01-01,318386329.0,0.74,^GSPC
2013-01-01,316059947.0,0.7,^GSPC
2012-01-01,313877662.0,0.74,^GSPC
2011-01-01,311583481.0,0.73,^GSPC
2010-01-01,309327143.0,0.83,^GSPC
2009-01-01,306771529.0,0.88,^GSPC
2008-01-01,304093966.0,0.95,^GSPC
2007-01-01,301231207.0,0.96,^GSPC
2006-01-01,298379912.0,0.97,^GSPC
2005-01-01,295516599.0,0.93,^GSPC
2004-01-01,292805298.0,0.93,^GSPC
2003-01-01,290107933.0,0.86,^GSPC
2002-01-01,287625193.0,0.93,^GSPC
2001-01-01,284968955.0,0.99,^GSPC
2000-01-01,282162411.0,1.12,^GSPC
1999-01-01,279040000.0,1.15,^GSPC
1998-01-01,275854000.0,1.17,^GSPC
1997-01-01,272657000.0,1.21,^GSPC
1996-01-01,269394000.0,1.17,^GSPC
1995-01-01,266278000.0,1.2,^GSPC
1994-01-01,263126000.0,1.23,^GSPC
1993-01-01,259919000.0,1.33,^GSPC
1992-01-01,256514000.0,1.4,^GSPC
1991-01-01,252981000.0,1.35,^GSPC
1990-01-01,249623000.0,1.14,^GSPC
1989-01-01,246819000.0,0.95,^GSPC
1988-01-01,244499000.0,0.91,^GSPC
1987-01-01,242289000.0,0.9,^GSPC
1986-01-01,240133000.0,0.93,^GSPC
1985-01-01,237924000.0,0.89,^GSPC
1984-01-01,235825000.0,0.87,^GSPC
1983-01-01,233792000.0,0.92,^GSPC
1982-01-01,231664000.0,0.96,^GSPC
1981-01-01,229466000.0,0.99,^GSPC
1980-01-01,227225000.0,0.96,^GSPC
1979-01-01,225055000.0,1.11,^GSPC
1978-01-01,222585000.0,1.07,^GSPC
1977-01-01,220239000.0,1.01,^GSPC
1976-01-01,218035000.0,0.95,^GSPC
1975-01-01,215973000.0,1.92,^GSPC
1974-01-01,213854000.0,0.92,^GSPC
1973-01-01,211909000.0,0.96,^GSPC
1972-01-01,209896000.0,1.08,^GSPC
1971-01-01,207661000.0,1.27,^GSPC
1970-01-01,205052000.0,1.17,^GSPC
1969-01-01,202677000.0,0.98,^GSPC
1968-01-01,200706000.0,1.0,^GSPC
1967-01-01,198712000.0,1.09,^GSPC
1966-01-01,196560000.0,1.16,^GSPC
1965-01-01,194303000.0,1.26,^GSPC
1964-01-01,191889000.0,1.4,^GSPC
1963-01-01,189242000.0,1.45,^GSPC
1962-01-01,186538000.0,1.55,^GSPC
1961-01-01,183691000.0,1.67,^GSPC
1960-01-01,180671000.0,,^GSPC
