Gold price per troy ounce - Major consumer and producer currencies,,,,,,,,,,,,,,,,,,,
"Source: Bloomberg, Datastream, ICE Benchmark Administration, World Gold Council",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
30/9/2020,"1,922.20","1,630.60","203,024.70","1,483.70","2,541.30","1,758.70","141,300.80","13,095.70","14,519.20","7,210.00","28,550,428.90","7,060.30","60,299.80","44,543,374.40","30,327.50","2,264,073.70","146,201.00","32,162.80","2,659.00"
30/10/2020,"1,900.30","1,614.50","199,943.10","1,463.50","2,510.00","1,733.70","139,793.10","12,782.60","15,111.70","7,127.50","28,005,805.80","6,979.70","59,377.20","44,045,802.60","29,850.40","2,175,056.30","147,499.50","31,254.50","2,666.30"
30/11/2020,"1,863.50","1,575.00","194,620.50","1,411.20","2,435.30","1,697.60","138,286.30","12,306.40","14,838.50","6,989.10","26,483,616.10","6,844.60","56,735.70","43,166,549.00","29,179.40","2,077,126.00","143,134.90","28,933.10","2,560.00"
31/12/2020,"1,856.00","1,525.90","192,691.40","1,382.90","2,377.40","1,649.10","136,718.80","12,140.70","14,357.40","6,962.80","26,282,047.50","6,816.80","55,831.70","42,915,902.70","29,126.80","2,031,498.70","137,434.30","27,679.70","2,467.70"
29/1/2021,"1,867.00","1,533.90","193,742.50","1,368.80","2,375.10","1,655.70","136,506.70","12,078.30","13,808.60","7,003.70","26,261,553.00","6,857.40","56,024.50","43,064,561.40","29,313.60","2,053,104.60","138,877.30","28,260.50","2,417.00"
26/2/2021,"1,808.20","1,495.10","190,494.10","1,304.00","2,295.40","1,623.30","131,656.60","11,682.60","12,823.80","6,782.10","25,423,414.00","6,641.40","54,271.50","41,610,933.20","28,333.30","2,010,583.00","134,511.70","26,715.30","2,332.20"
31/3/2021,"1,718.20","1,444.10","186,837.20","1,239.80","2,160.40","1,597.70","125,113.80","11,188.40","13,197.70","6,444.70","24,758,578.70","6,311.00","52,915.50","39,615,009.40","26,993.40","1,943,733.30","128,026.80","25,743.50","2,229.70"
30/4/2021,"1,761.70","1,469.90","191,871.00","1,273.00","2,200.40","1,621.00","131,458.70","11,476.70","14,403.60","6,606.90","25,609,460.40","6,470.60","55,187.80","40,636,647.80","27,640.00","1,968,378.40","133,935.30","25,350.30","2,285.60"
31/5/2021,"1,853.20","1,525.30","202,224.50","1,314.90","2,245.90","1,672.20","135,648.20","11,916.40","15,549.20","6,950.10","26,517,308.20","6,806.90","57,977.30","42,719,714.90","29,045.70","2,083,003.70","136,980.10","26,005.80","2,387.60"
30/6/2021,"1,834.60","1,522.70","201,998.80","1,308.10","2,241.50","1,665.30","134,982.50","11,787.00","15,812.50","6,880.20","26,343,199.70","6,738.40","57,673.80","42,204,001.70","28,749.00","2,059,504.10","133,214.70","25,525.50","2,400.00"
30/7/2021,"1,807.10","1,528.50","199,227.90","1,308.70","2,263.10","1,658.30","134,706.20","11,703.40","15,534.50","6,778.00","26,213,330.10","6,637.50","58,995.20","41,573,681.70","28,344.90","2,070,517.80","133,706.60","26,258.20","2,435.50"
31/8/2021,"1,784.00","1,516.10","195,973.50","1,292.90","2,247.70","1,631.40","132,272.80","11,556.30","15,130.90","6,690.50","25,651,690.50","6,552.50","59,086.80","40,777,143.80","28,009.20","2,070,778.70","131,307.30","26,357.70","2,442.60"
30/9/2021,"1,777.30","1,510.10","195,762.60","1,294.00","2,250.70","1,639.80","130,853.30","11,476.00","15,217.90","6,665.80","25,339,992.90","6,527.90","58,779.40","40,455,513.10","27,925.70","2,084,794.00","129,525.90","25,919.20","2,428.80"
29/10/2021,"1,776.90","1,532.20","201,041.00","1,297.70","2,210.20","1,640.10","133,201.10","11,406.60","16,377.20","6,664.60","25,195,667.00","6,526.40","59,440.30","40,432,150.30","27,915.80","2,099,932.70","126,680.80","26,407.30","2,398.70"
30/11/2021,"1,820.20","1,596.00","207,551.80","1,353.40","2,288.70","1,678.40","135,577.40","11,630.80","19,640.90","6,828.00","26,000,026.00","6,685.70","60,247.40","41,285,262.60","28,607.10","2,156,619.70","132,717.80","28,309.00","2,494.60"
31/12/2021,"1,786.70","1,581.10","203,244.50","1,344.60","2,287.10","1,646.10","134,868.70","11,381.10","24,854.60","6,704.90","25,609,602.40","6,562.40","59,972.80","40,955,322.30","28,084.10","2,115,130.50","132,092.10","28,462.80","2,499.90"
31/1/2022,"1,816.80","1,604.70","208,538.60","1,339.80","2,291.50","1,669.70","135,171.70","11,546.50","24,643.40","6,817.20","26,048,631.60","6,673.00","60,340.50","41,231,394.40","28,559.70","2,172,736.20","139,353.90","28,096.20","2,531.10"
28/2/2022,"1,856.30","1,636.40","213,950.30","1,371.10","2,360.50","1,712.40","139,170.40","11,775.20","25,313.10","6,964.70","26,641,609.40","6,818.20","60,565.90","42,227,442.00","29,181.90","2,224,465.80","146,469.60","28,252.70","2,589.10"
31/3/2022,"1,947.80","1,767.80","231,047.80","1,479.70","2,465.80","1,811.00","148,441.50","12,359.30","28,464.60","7,307.50","27,936,901.70","7,154.40","64,768.80","44,525,509.70","32,611.90","2,377,470.40","213,895.00","29,147.90","2,642.00"
29/4/2022,"1,933.90","1,790.20","244,418.00","1,496.60","2,442.60","1,828.10","147,318.30","12,449.70","28,463.60","7,253.50","27,841,552.20","7,103.20","65,382.80","44,312,718.00","35,643.30","2,393,881.70","154,494.20","29,156.10","2,627.00"
31/5/2022,"1,848.30","1,747.40","237,982.20","1,485.80","2,374.90","1,810.90","142,941.40","12,387.60","28,912.90","6,933.00","26,950,906.00","6,788.80","63,618.90","42,678,319.70","34,084.70","2,341,850.80","119,450.80","29,378.80","2,623.00"
30/6/2022,"1,833.80","1,738.80","246,547.40","1,492.00","2,354.00","1,780.80","143,296.00","12,286.60","31,151.60","6,880.90","27,022,320.00","6,735.70","64,203.60","42,583,457.40","34,363.10","2,351,369.80","104,487.50","29,086.50","2,619.60"
29/7/2022,"1,736.40","1,706.50","237,301.00","1,448.60","2,246.80","1,684.10","138,158.70","11,693.40","30,314.80","6,520.70","26,012,368.90","6,377.70","63,148.50","40,587,569.90","32,815.70","2,271,480.40","104,118.80","29,255.40","2,534.50"
31/8/2022,"1,765.70","1,742.90","238,548.10","1,472.40","2,279.90","1,689.50","140,407.90","11,998.80","31,806.60","6,633.30","26,175,870.80","6,485.30","63,243.50","41,317,558.10","33,812.80","2,330,142.20","107,486.90","29,471.80","2,536.40"
30/9/2022,"1,683.00","1,701.10","240,971.00","1,487.80","2,243.70","1,639.30","135,064.60","11,809.00","30,823.40","6,326.70","25,238,560.80","6,181.50","62,357.00","39,758,371.90","32,640.10","2,349,445.50","101,225.90","29,599.30","2,523.10"
31/10/2022,"1,664.50","1,691.60","244,796.50","1,472.70","2,279.80","1,657.20","137,027.70","11,967.50","30,934.10","6,255.20","25,679,117.60","6,113.50","63,137.90","40,479,278.30","33,621.90","2,375,480.90","103,134.80","30,155.10","2,616.90"
30/11/2022,"1,726.50","1,691.10","245,214.30","1,469.40","2,320.00","1,663.30","140,948.00","12,378.50","32,122.90","6,489.30","27,027,278.80","6,341.20","62,703.40","42,850,409.80","42,183.00","2,340,050.50","105,476.40","30,111.40","2,612.60"
30/12/2022,"1,796.70","1,699.00","243,072.10","1,473.00","2,443.00","1,675.70","148,133.80","12,541.40","33,516.10","6,756.30","27,986,340.70","6,599.00","62,512.20","42,785,129.00","44,314.30","2,334,662.60","118,221.70","31,136.60","2,663.80"
31/1/2023,"1,898.60","1,761.20","247,450.30","1,551.20","2,547.60","1,754.90","155,143.80","12,884.90","35,666.90","7,130.80","28,893,752.90","6,973.70","62,998.60","44,540,067.80","55,005.60","2,359,711.40","132,847.80","32,473.60","2,729.50"
28/2/2023,"1,854.50","1,732.60","246,704.00","1,534.60","2,494.40","1,716.50","153,245.70","12,684.80","34,952.60","6,958.10","28,102,320.80","6,811.70","63,209.40","43,811,565.00","56,544.20","2,371,350.60","136,450.30","33,207.80","2,688.90"
31/3/2023,"1,912.70","1,785.60","255,594.10","1,574.90","2,616.60","1,770.80","157,347.70","13,183.20","36,363.10","7,182.30","29,219,135.00","7,024.80","65,917.80","45,150,049.30","59,020.50","2,495,478.40","146,196.00","34,928.60","2,865.70"
28/4/2023,"2,000.40","1,823.50","267,106.30","1,606.60","2,696.90","1,795.40","163,940.80","13,781.60","38,715.90","7,503.40","29,756,046.90","7,346.10","68,486.90","46,954,718.20","61,802.90","2,648,463.20","162,662.90","36,357.50","2,988.90"
31/5/2023,"1,990.20","1,833.40","272,911.00","1,595.30","2,691.10","1,787.20","163,859.50","13,916.00","39,355.10","7,464.00","29,535,796.70","7,308.50","68,102.00","46,701,669.70","61,518.50","2,643,769.50","157,892.80","38,025.10","2,998.30"
30/6/2023,"1,942.90","1,791.70","274,668.30","1,537.80","2,580.60","1,748.70","159,632.70","13,915.50","46,187.90","7,287.40","29,016,370.10","7,136.20","67,819.20","45,684,844.20","60,048.40","2,518,293.20","162,816.00","36,376.00","2,891.90"
31/7/2023,"1,948.90","1,762.60","275,018.20","1,512.40","2,575.30","1,702.10","160,112.00","14,008.10","51,630.80","7,310.70","29,314,282.30","7,158.10","67,400.00","46,131,028.60","60,195.50","2,500,263.60","176,583.10","35,396.50","2,891.90"
31/8/2023,"1,920.00","1,759.00","277,878.80","1,510.20","2,586.70","1,685.80","159,014.40","13,915.00","51,673.70","7,202.70","29,277,990.90","7,052.30","67,242.70","45,804,081.80","59,343.30","2,539,661.00","183,421.80","36,075.80","2,959.00"
29/9/2023,"1,917.00","1,795.60","283,307.80","1,547.20","2,595.10","1,723.40","159,201.00","13,989.40","51,792.10","7,190.40","29,471,703.80","7,041.00","68,747.90","46,433,709.00","59,250.30","2,557,380.60","185,336.10","36,380.60","2,984.10"
