Gold price per troy ounce - Major consumer and producer currencies,,,,,,,,,,,,,,,,,,,
"Source: Bloomberg, Datastream, ICE Benchmark Administration, World Gold Council",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
31/1/2002,281.5,318.9,"37,366.60",196.6,450.4,470.2,"13,605.00","2,330.00",385.4,"1,055.70","2,925,773.30","1,034.00","12,388.10","4,251,966.30","1,298.40","370,210.90","8,609.30","3,260.80",544.4
28/2/2002,295.5,339.3,"39,466.90",207.6,471.6,501.5,"14,386.60","2,445.70",403.4,"1,108.20","3,022,168.70","1,085.40","12,948.60","4,470,496.10","1,366.60","389,390.90","9,120.90","3,389.90",575.8
29/3/2002,294.1,335.4,"38,526.20",206.6,466.7,492.3,"14,330.50","2,433.90",400,"1,102.80","2,914,198.80","1,080.10","12,754.50","4,457,248.80","1,361.60","388,152.40","9,145.20","3,373.10",560
30/4/2002,302.7,341.4,"39,549.10",209.7,478.4,500.4,"14,807.50","2,505.40",400,"1,135.20","2,869,463.40","1,111.80","13,141.20","4,604,570.20","1,402.00","397,623.60","9,444.30","3,345.20",565.1
31/5/2002,314.5,342.7,"39,692.10",215.4,486.8,499.3,"15,407.20","2,603.10",441.3,"1,179.40","2,862,776.10","1,155.10","13,455.60","4,792,714.70","1,454.40","395,246.20","9,832.40","3,183.50",570.7
28/6/2002,321.2,335.3,"39,571.90",216,492.1,493.6,"15,719.90","2,658.40",497.1,"1,204.50","2,801,233.70","1,179.70","13,527.30","4,902,257.40","1,487.40","391,751.70","10,096.70","3,280.50",565.6
31/7/2002,313.3,315.6,"36,968.70",201.4,484.1,461.4,"15,277.00","2,593.00",518.1,"1,174.90","2,810,675.70","1,150.70","12,918.20","4,793,169.50","1,453.20","370,624.50","9,879.70","3,163.60",566.2
30/8/2002,310.3,317.2,"36,908.10",201.8,487,464.1,"15,074.50","2,567.90",508.6,"1,163.60","2,768,156.20","1,139.50","13,077.60","4,754,876.60","1,434.00","371,000.60","9,793.20","3,276.30",573.2
30/9/2002,319.1,325.5,"38,609.00",205.1,502.5,476.8,"15,457.10","2,641.50",528.3,"1,196.90","2,858,697.20","1,172.20","13,675.20","4,893,960.20","1,476.80","385,985.30","10,100.30","3,378.60",583.7
31/10/2002,316.6,322.6,"39,222.60",203.3,499.5,472.5,"15,309.60","2,620.10",524.7,"1,187.20","2,893,418.90","1,162.70","13,815.50","4,860,378.40","1,466.30","392,652.20","10,042.40","3,261.40",575.3
29/11/2002,319.1,318.7,"38,780.60",203.1,501.5,467.7,"15,396.00","2,641.00",512.5,"1,196.60","2,893,338.60","1,172.00","13,816.50","4,905,052.60","1,478.70","386,067.00","10,157.80","3,073.00",568.5
31/12/2002,331.9,326.4,"40,561.80",209.4,517.4,479.2,"15,978.20","2,747.40",525.7,"1,244.80","2,962,083.90","1,219.20","14,377.10","5,109,424.70","1,536.30","400,917.00","10,570.90","2,976.80",590
31/1/2003,356.9,335.6,"42,381.40",220.5,549.6,490.7,"17,100.80","2,953.70",594.2,"1,338.30","3,172,243.10","1,310.80","15,252.90","5,501,551.90","1,680.60","420,087.00","11,362.00","3,100.90",611.6
28/2/2003,359,332.9,"42,855.20",223.2,542.9,488.4,"17,139.20","2,971.30",586.3,"1,346.20","3,191,299.90","1,318.50","15,397.20","5,539,300.20","1,970.90","427,503.90","11,368.80","2,971.80",602.9
31/3/2003,340.6,315.3,"40,418.60",215.1,502.7,463.4,"16,222.90","2,818.80",569.3,"1,277.10","3,039,009.70","1,250.80","14,565.30","5,258,027.00","1,937.60","421,008.00","10,710.80","2,739.70",566
30/4/2003,328.2,302.1,"39,354.50",208.4,478.6,452,"15,546.30","2,716.40",535,"1,230.70","2,890,911.20","1,205.40","14,084.00","5,070,294.50","1,919.40","404,597.80","10,240.10","2,511.80",538.1
30/5/2003,355.7,307.2,"41,720.60",219,491.6,465.4,"16,750.20","2,944.00",530.7,"1,333.90","2,993,539.60","1,306.40","14,995.10","5,501,047.50","2,108.10","426,935.70","10,997.40","2,732.70",549.1
30/6/2003,356.4,305.2,"42,164.80",214.7,481.8,470,"16,644.40","2,949.60",509.1,"1,336.50","2,932,472.50","1,308.90","14,838.90","5,517,787.50","2,130.20","425,292.90","10,861.00","2,798.40",535.6
31/7/2003,351,308.6,"41,650.80",216.2,484.5,477.2,"16,221.20","2,905.50",493.1,"1,316.40","2,927,223.50","1,289.30","14,661.40","5,443,793.00","2,138.50","414,344.20","10,654.60","2,642.40",530.5
29/8/2003,359.8,322.3,"42,685.30",225.7,502.3,496.5,"16,519.70","2,977.80",504.8,"1,349.20","3,062,361.60","1,321.40","14,981.90","5,582,609.50","2,209.90","424,058.00","10,923.30","2,654.20",552
30/9/2003,379,336.6,"43,534.80",234.8,516.7,520.7,"17,365.00","3,136.60",522.3,"1,421.20","3,203,889.10","1,391.80","15,333.20","5,886,781.50","2,327.30","441,404.80","11,593.60","2,766.40",571.6
31/10/2003,378.9,323.8,"41,494.50",225.8,501.2,501.4,"17,192.50","3,136.20",544.9,"1,421.00","3,197,803.70","1,391.70","15,047.30","5,900,480.40","2,327.00","442,361.40","11,413.80","2,639.20",546
28/11/2003,389.9,333,"42,569.20",230.8,511.7,519.2,"17,754.10","3,227.30",575.9,"1,462.30","3,314,490.20","1,432.10","15,557.40","6,097,368.20","2,397.10","462,524.70","11,617.50","2,615.20",544.3
31/12/2003,407,331.6,"43,858.30",232.7,534.8,515.3,"18,538.10","3,368.40",584.4,"1,526.20","3,454,856.70","1,494.70","16,167.20","6,363,716.20","2,506.60","484,820.50","11,980.70","2,647.10",551
30/1/2004,413.8,327.8,"43,995.10",227,536.4,513.4,"18,791.50","3,424.90",557.9,"1,551.80","3,469,142.50","1,519.90","16,176.70","6,483,259.40","2,550.70","489,501.40","11,927.30","2,868.90",536.7
27/2/2004,404.9,320.2,"43,183.30",216.7,538.2,503.9,"18,320.60","3,351.20",538.5,"1,518.40","3,413,826.10","1,487.10","15,823.50","6,366,998.70","2,500.80","472,060.50","11,541.50","2,730.30",520.9
31/3/2004,406.7,331.5,"44,096.50",222.6,539.8,519.3,"18,282.80","3,366.00",537.3,"1,525.10","3,489,166.90","1,493.70","16,041.90","6,405,302.70","2,517.30","474,074.50","11,602.90","2,686.10",542
30/4/2004,403.3,336.5,"43,462.20",223.9,541.1,523.2,"17,717.70","3,337.80",551.2,"1,512.30","3,475,687.60","1,481.30","15,907.90","6,340,725.80","2,496.50","464,863.60","11,585.10","2,655.20",542.8
31/5/2004,383.8,319.6,"43,104.70",214.7,528.8,492,"17,356.60","3,176.60",583.5,"1,439.30","3,457,991.50","1,409.80","15,572.30","6,042,455.80","2,374.40","451,861.00","11,126.80","2,603.40",545.7
30/6/2004,392.4,323.1,"42,935.10",214.6,532.8,490.5,"17,859.00","3,247.60",586.1,"1,471.50","3,686,023.60","1,441.20","16,009.00","6,172,386.50","2,432.60","454,473.60","11,391.40","2,517.20",565.4
30/7/2004,398.1,324.5,"43,568.60",216,526.3,495.4,"18,332.40","3,294.90",578.8,"1,493.00","3,597,515.20","1,462.30","16,294.40","6,263,225.50","2,471.70","461,022.00","11,576.80","2,439.80",556
31/8/2004,400.5,328.4,"44,143.00",219.9,525.4,505.2,"18,558.80","3,314.90",591.7,"1,502.00","3,703,921.20","1,471.20","16,617.10","6,312,155.80","2,488.60","463,758.70","11,703.80","2,585.30",562.8
30/9/2004,405.3,331.6,"44,624.80",226,521.8,511.7,"18,672.90","3,354.30",609.6,"1,519.90","3,721,917.60","1,488.80","16,801.20","6,385,381.00","2,524.60","465,415.80","11,841.90","2,646.30",576.9
29/10/2004,420.5,336.5,"45,749.60",232.7,524.3,518.9,"19,244.30","3,480.00",626.3,"1,576.90","3,826,600.70","1,544.50","17,360.00","6,623,763.50","2,623.90","479,976.90","12,215.40","2,683.40",573.2
30/11/2004,439.4,338,"45,997.20",236.1,525.5,514.2,"19,824.80","3,636.50",637.1,"1,647.80","3,960,761.10","1,613.80","17,695.30","6,924,127.10","2,736.00","477,227.90","12,550.30","2,651.70",569.9
31/12/2004,442.1,330.6,"45,950.20",229.1,538.8,507.5,"19,452.80","3,658.80",620.3,"1,657.90","4,074,462.20","1,623.70","17,350.80","6,973,810.00","2,748.70","465,204.10","12,344.50","2,540.20",577.5
31/1/2005,424,323.8,"43,799.70",225.9,519.7,501.1,"18,560.10","3,509.50",574.5,"1,590.30","3,900,531.60","1,557.30","16,422.50","6,692,276.30","2,497.60","440,219.60","11,858.60","2,541.00",554.1
28/2/2005,423.4,325.1,"44,434.30",224.2,524.5,504,"18,498.60","3,503.90",556,"1,587.70","3,916,246.80","1,554.90","16,281.90","6,687,706.50","2,460.40","432,937.90","11,835.50","2,541.40",541.4
31/3/2005,434.3,328.8,"45,668.60",227.7,527.7,509.5,"18,976.90","3,594.70",568.6,"1,628.90","4,072,696.20","1,595.30","16,746.50","6,866,969.30","2,520.30","437,406.60","11,999.40","2,612.90",552.6
29/4/2005,429.2,331.7,"46,016.80",226.4,530.8,513.2,"18,774.00","3,552.50",585.3,"1,609.80","4,102,012.50","1,576.60","16,972.90","6,793,937.20","2,489.50","433,728.00","11,934.10","2,640.10",555
31/5/2005,421.9,332.5,"45,008.30",227.6,529.6,513.8,"18,342.60","3,491.60",578.4,"1,582.10","3,998,499.80","1,549.60","16,799.40","6,683,503.90","2,450.50","422,911.10","11,792.00","2,674.90",551.2
30/6/2005,430.7,354.3,"46,838.10",236.9,534,545.6,"18,761.50","3,564.30",585.1,"1,615.10","4,147,689.40","1,582.00","17,623.60","6,831,312.90","2,497.70","436,255.70","12,282.10","2,903.70",561.6
29/7/2005,424.5,352.6,"47,528.40",242.4,519.4,549.5,"18,468.10","3,489.50",567.5,"1,591.90","4,163,573.40","1,559.20","17,696.50","6,735,955.20","2,453.80","439,908.30","12,181.80","2,845.80",564.2
31/8/2005,437.9,356.1,"48,431.80",244.1,527.6,553,"19,101.20","3,548.10",589,"1,642.40","4,362,871.30","1,608.60","18,012.80","6,951,460.90","2,528.00","447,118.80","12,471.70","2,829.90",574.7
30/9/2005,456.1,372.6,"50,717.60",252.4,537.1,577.5,"20,027.30","3,690.30",612,"1,710.50","4,667,448.80","1,675.10","18,713.70","7,243,175.60","2,629.90","469,819.20","12,948.90","2,900.30",596
31/10/2005,469.9,390.8,"53,986.70",266.4,553.4,605.3,"21,070.90","3,801.10",637.7,"1,762.60","4,739,224.10","1,726.00","19,221.20","7,473,300.20","2,707.30","491,797.00","13,421.80","3,094.50",623.5
30/11/2005,476.7,404.5,"56,482.80",275,563.1,625.3,"21,788.10","3,853.20",647.5,"1,787.80","4,780,978.60","1,751.00","19,602.90","7,581,071.60","2,745.70","495,948.20","13,716.30","3,171.60",648.1
30/12/2005,510.1,430.1,"60,551.70",291.7,591.9,665.1,"23,323.80","4,119.60",689.9,"1,913.40","5,022,153.60","1,873.60","20,972.80","8,114,832.80","2,932.00","522,738.00","14,694.50","3,241.90",685.2
31/1/2006,549.9,453.2,"63,470.10",310.8,636.3,702,"24,383.70","4,434.70",732.9,"2,062.50","5,199,455.40","2,019.70","21,735.30","8,750,613.00","3,154.40","539,630.30","15,577.20","3,335.60",732.2
28/2/2006,555,464.8,"65,454.50",317.6,637.7,724.5,"24,599.70","4,468.00",735.9,"2,081.80","5,136,369.00","2,038.50","21,857.40","8,837,390.40","3,182.80","538,391.60","15,653.40","3,393.40",748.4
31/3/2006,557.1,463.1,"65,346.50",319.4,644.7,726.9,"24,788.90","4,475.90",744.6,"2,089.60","5,101,229.90","2,046.30","21,704.50","8,865,603.70","3,197.70","543,166.10","15,518.50","3,479.50",766.9
28/4/2006,610.7,496.9,"71,363.80",345.1,698.2,782.5,"27,442.20","4,893.70",814.7,"2,290.40","5,447,303.60","2,243.00","23,177.20","9,728,884.40","3,509.90","581,505.10","16,806.00","3,711.20",828
31/5/2006,675.4,528.7,"75,415.20",361.1,749.7,822.6,"30,626.10","5,412.50",973.1,"2,532.70","6,090,731.90","2,480.60","25,659.20","10,785,875.90","3,893.10","635,459.90","18,264.10","4,276.70",883.8
30/6/2006,596.2,470.6,"68,316.20",323.3,663.9,734.2,"27,454.60","4,772.50",953.7,"2,235.90","5,582,836.90","2,189.40","22,875.20","9,528,298.60","3,435.00","569,030.40","16,088.00","4,159.00",805.8
31/7/2006,633.7,499.5,"73,337.70",343.6,715.2,783.8,"29,448.90","5,063.50",982.2,"2,376.70","5,784,887.00","2,327.60","24,067.30","10,137,682.40","3,644.00","602,559.90","17,054.50","4,479.80",842.6
31/8/2006,632.6,493.8,"73,310.40",334.1,708.1,779.3,"29,432.50","5,043.60",928.3,"2,372.50","5,750,943.30","2,323.50","23,789.50","10,127,734.60","3,633.20","607,987.10","16,925.50","4,392.00",829
29/9/2006,598.2,469.8,"70,088.10",317.3,667.5,744.1,"27,581.00","4,745.70",887,"2,243.50","5,473,575.90","2,197.10","22,401.10","9,590,804.50","3,433.70","570,038.20","16,003.70","4,445.90",791.6
31/10/2006,585.8,464.1,"69,466.50",312.2,660.9,738,"26,626.10","4,628.70",864.9,"2,196.80","5,372,789.20","2,151.60","21,853.00","9,408,537.10","3,360.80","558,500.60","15,734.50","4,471.70",776.7
30/11/2006,627.8,487.1,"73,631.70",328.3,713.4,775.4,"28,147.40","4,936.60",915.3,"2,354.60","5,736,747.70","2,306.00","22,929.80","10,099,802.40","3,593.20","587,283.00","16,693.30","4,551.10",812.3
29/12/2006,629.8,476.6,"73,711.40",320.8,725.4,760.8,"28,115.40","4,927.40",902.5,"2,362.00","5,724,869.70","2,313.10","22,459.20","10,118,463.50","3,600.30","582,265.70","16,552.20","4,434.80",801.6
31/1/2007,631.2,485.9,"76,036.80",322.2,742.2,784.9,"27,963.40","4,915.60",899.9,"2,367.30","5,728,806.60","2,318.20","22,297.70","10,133,408.80","3,599.90","591,362.40","16,724.10","4,538.10",806.6
28/2/2007,664.8,508,"80,086.10",339.4,778.2,823.5,"29,353.50","5,151.90",928.6,"2,493.20","6,027,928.90","2,441.30","23,751.80","10,630,837.10","3,788.30","622,944.90","17,484.60","4,765.10",848.8
30/3/2007,654.9,494.5,"76,827.90",336.3,765.5,797.9,"28,786.90","5,068.00",922.5,"2,455.70","6,002,953.70","2,404.80","22,959.20","10,485,800.60","3,733.60","617,623.70","17,095.30","4,816.80",826
30/4/2007,679.4,502.2,"80,795.40",341.4,770,822.9,"28,613.60","5,247.40",921.6,"2,548.00","6,177,227.60","2,494.90","23,694.90","10,895,214.60","3,866.00","632,278.80","17,536.60","4,821.80",820.2
31/5/2007,666.9,493.5,"80,555.60",336.2,730.5,814.7,"27,240.70","5,119.10",890.2,"2,501.00","5,894,826.20","2,449.10","23,089.60","10,708,150.40","3,794.40","618,938.60","17,222.80","4,682.90",808.2
29/6/2007,655.5,488.3,"80,396.60",329.9,698.3,808.2,"26,731.30","5,003.30",865.5,"2,458.40","5,882,048.80","2,407.50","22,665.40","10,562,491.90","3,733.60","608,393.90","16,983.80","4,692.60",778.3
31/7/2007,665.3,484.8,"80,810.30",326.9,699.1,803.2,"26,887.90","5,040.20",851.2,"2,495.20","6,035,334.50","2,443.50","22,421.70","10,734,620.60","3,780.30","610,974.10","16,986.60","4,638.60",767.4
31/8/2007,665.4,488.4,"77,661.70",331,704.3,800.4,"27,168.30","5,040.10",875.5,"2,495.80","6,232,128.10","2,443.80","22,747.00","10,787,033.60","3,763.50","622,004.40","17,051.50","4,809.40",803.6
28/9/2007,712.7,512.2,"81,994.00",353,731.3,844.4,"28,714.80","5,360.90",897.6,"2,669.70","6,627,310.40","2,616.80","24,412.40","11,543,244.90","4,012.60","661,858.60","18,022.50","5,061.20",841.7
31/10/2007,754.6,530.4,"87,446.00",369.1,736.1,886.4,"29,816.50","5,661.20",905.9,"2,822.60","6,863,461.60","2,770.90","25,775.80","12,136,870.60","4,182.70","690,560.50","18,775.40","5,101.10",839.5
30/11/2007,806.3,549.2,"89,476.60",389.4,779.5,905.4,"31,817.90","5,983.30",961,"3,007.10","7,470,788.40","2,958.90","27,318.30","12,951,041.60","4,444.60","740,911.70","19,723.90","5,413.40",900.2
31/12/2007,803.2,551.2,"90,155.80",397.3,807.2,914.5,"31,692.20","5,924.60",948.3,"3,010.40","7,504,678.70","2,950.00","27,075.50","12,884,453.10","4,443.30","747,520.80","19,729.90","5,485.40",921.5
31/1/2008,889.6,604.4,"95,794.00",451.9,899.5,978.8,"35,019.30","6,445.30","1,046.50","3,336.20","8,368,243.30","3,267.20","29,517.30","14,220,785.00","4,903.50","838,738.40","21,770.00","6,242.80","1,009.30"
29/2/2008,922.3,625,"98,751.20",469.6,921.7,"1,004.40","36,670.40","6,608.30","1,104.00","3,458.20","8,470,551.20","3,387.00","30,026.10","14,715,262.60","5,080.40","871,151.20","22,587.50","7,068.10","1,009.50"
31/3/2008,968.4,623.4,"97,672.80",483.2,969.1,979.6,"39,072.70","6,851.30","1,208.30","3,630.60","8,881,283.70","3,556.20","30,444.20","15,413,530.50","5,296.40","949,638.00","22,959.90","7,732.20","1,047.60"
30/4/2008,909.7,577.5,"93,433.20",459.3,922.4,922.8,"36,420.50","6,366.50","1,182.30","3,411.90","8,371,536.10","3,341.10","28,740.60","14,660,958.30","4,934.10","898,325.40","21,396.70","7,061.40",977.4
30/5/2008,888.7,571.3,"92,738.90",452.4,887.7,928.4,"37,467.40","6,196.80","1,107.10","3,332.90","8,243,454.80","3,264.00","28,510.70","14,372,906.60","4,758.90","920,251.50","21,082.10","6,760.10",935.7
30/6/2008,889.5,571.5,"95,072.90",452.3,904.4,922.2,"38,152.80","6,135.40","1,098.70","3,335.70","8,259,594.50","3,267.10","29,534.60","14,698,466.20","4,752.70","917,387.90","21,024.50","7,061.10",935.1
31/7/2008,939.8,596.3,"100,388.20",472.6,952.2,965.9,"40,218.70","6,425.10","1,138.90","3,524.00","8,601,951.00","3,451.80","31,462.60","15,788,795.70","4,993.60","955,872.50","21,949.90","7,170.10",977.2
29/8/2008,839,560.7,"91,795.60",444.4,884.2,909,"36,048.40","5,749.40",989.9,"3,146.60","7,683,241.80","3,081.80","28,380.50","13,937,168.00","4,469.20","876,471.40","20,317.10","6,425.70",951
30/9/2008,829.9,577.9,"88,485.60",461.3,878.1,920.2,"37,846.50","5,674.40","1,032.80","3,114.50","7,776,498.80","3,048.40","28,419.80","13,782,931.50","4,507.10","939,714.70","21,016.60","6,699.40","1,014.40"
31/10/2008,806.6,606.6,"80,896.00",477,949.9,921.6,"39,183.30","5,514.70","1,189.40","3,031.40","8,062,343.50","2,963.00","27,761.90","13,458,075.40","4,465.90","1,067,626.70","21,339.40","7,831.20","1,175.10"
28/11/2008,760.9,597.5,"73,694.30",497.3,928.1,907.1,"37,307.30","5,197.20","1,217.10","2,854.80","8,895,402.40","2,794.70","26,692.10","12,890,450.40","4,205.60","1,067,800.40","20,800.10","7,707.40","1,158.50"
31/12/2008,816.1,607.4,"74,451.00",548.6,"1,008.50",936.7,"39,751.90","5,592.80","1,264.00","3,061.90","9,255,218.90","2,997.60","28,622.50","13,903,900.70","4,500.10","1,121,835.10","22,885.20","8,140.30","1,219.70"
30/1/2009,858.7,648.8,"77,443.20",594.4,"1,052.30",968.3,"41,980.50","5,874.60","1,380.90","3,221.10","9,567,864.60","3,154.20","29,972.50","15,007,311.80","4,744.60","1,168,847.40","27,650.00","8,521.50","1,272.90"
27/2/2009,943.2,736.8,"87,700.60",654.7,"1,174.50","1,097.80","46,517.00","6,448.90","1,570.60","3,537.60","11,198,305.10","3,464.30","33,327.00","16,488,954.60","5,252.30","1,361,449.00","33,769.90","9,416.80","1,450.30"
31/3/2009,924.3,708.7,"90,428.00",652.3,"1,168.70","1,068.00","47,385.30","6,318.80","1,582.30","3,466.50","10,948,999.70","3,394.90","33,052.00","16,229,873.60","5,206.90","1,340,498.70","31,987.20","9,197.60","1,389.20"
30/4/2009,890.2,674.5,"87,864.90",605.1,"1,090.40","1,021.60","44,642.30","6,081.20","1,432.90","3,338.70","9,804,893.80","3,269.80","31,533.60","15,825,417.40","5,013.60","1,187,831.80","29,828.50","7,974.90","1,245.60"
29/5/2009,928.6,679.6,"89,566.90",601.4,"1,068.70","1,027.10","45,113.70","6,337.90","1,444.80","3,482.60","9,628,707.50","3,410.80","32,145.30","16,509,064.90","5,221.20","1,166,643.40","29,639.80","7,774.80","1,212.30"
30/6/2009,945.7,674.6,"91,393.00",577.7,"1,065.20","1,022.20","45,179.50","6,462.60","1,462.50","3,546.50","9,643,833.60","3,473.00","32,269.40","16,828,989.40","5,296.60","1,194,751.70","29,379.80","7,601.50","1,178.40"
31/7/2009,934.2,663.2,"88,154.40",570.5,"1,049.50","1,007.40","45,272.30","6,382.60","1,417.50","3,503.60","9,434,175.70","3,431.30","31,808.10","16,637,569.70","5,208.70","1,178,886.10","29,433.30","7,426.90","1,161.70"
31/8/2009,949.4,665.5,"90,181.10",573.9,"1,032.10","1,014.30","45,879.50","6,486.60","1,412.20","3,560.30","9,465,740.50","3,487.00","32,297.60","16,912,078.10","5,256.90","1,176,958.20","30,053.50","7,546.50","1,137.10"
30/9/2009,996.6,684.1,"91,049.40",610.8,"1,077.80","1,035.90","48,232.90","6,805.00","1,484.30","3,737.40","9,814,191.30","3,660.40","33,693.40","17,771,208.60","5,493.80","1,210,125.00","30,621.80","7,476.40","1,155.80"
30/10/2009,"1,043.20",704.2,"94,233.80",644.4,"1,099.60","1,065.90","48,734.10","7,121.80","1,536.50","3,912.00","9,889,955.20","3,831.50","34,850.60","18,620,281.90","5,711.40","1,227,716.20","30,711.60","7,802.40","1,151.00"
30/11/2009,"1,127.00",755.6,"100,449.90",679.3,"1,193.70","1,141.00","52,517.30","7,694.80","1,683.60","4,226.60","10,662,264.60","4,139.70","37,495.80","20,243,984.70","6,153.00","1,311,092.00","32,630.90","8,456.40","1,226.10"
31/12/2009,"1,134.70",776.2,"101,632.40",697.6,"1,197.80","1,167.20","52,899.20","7,747.50","1,710.80","4,256.10","10,739,326.10","4,167.90","37,669.30","20,966,597.70","6,221.20","1,323,278.20","34,166.40","8,494.80","1,255.10"
29/1/2010,"1,118.00",783,"101,836.50",691.7,"1,166.00","1,155.30","51,332.60","7,632.40","1,645.70","4,192.50","10,367,338.40","4,106.30","36,927.80","20,653,925.90","6,088.90","1,272,516.90","33,331.00","8,336.70","1,224.10"
26/2/2010,"1,095.40",800.7,"98,749.70",701.1,"1,157.30","1,174.40","50,754.60","7,479.90","1,664.50","4,107.90","10,234,473.30","4,023.50","36,303.10","20,542,063.70","6,007.00","1,268,573.70","33,030.40","8,409.10","1,235.70"
31/3/2010,"1,113.30",820.2,"100,980.60",739.4,"1,139.00","1,186.90","50,646.50","7,600.00","1,707.80","4,175.20","10,206,537.50","4,089.30","36,193.70","21,239,355.30","6,109.60","1,265,045.80","32,913.90","8,245.70","1,220.40"
30/4/2010,"1,148.70",856.5,"107,291.00",748.9,"1,154.80","1,228.50","51,111.60","7,840.90","1,711.90","4,307.80","10,366,215.00","4,219.10","37,075.10","21,841,662.40","6,351.00","1,280,946.90","33,527.50","8,448.70","1,239.40"
31/5/2010,"1,205.40",962.4,"110,675.40",823.3,"1,256.00","1,364.60","55,374.20","8,230.50","1,874.10","4,520.70","11,092,826.40","4,427.50","39,041.70","22,906,563.10","6,777.10","1,414,632.50","36,832.80","9,241.10","1,391.30"
30/6/2010,"1,232.90","1,009.10","111,939.20",835.4,"1,280.10","1,387.60","57,424.20","8,406.20","1,946.00","4,623.80","11,276,776.50","4,528.40","40,020.10","23,411,944.60","6,999.60","1,498,975.90","38,511.10","9,422.60","1,444.70"
30/7/2010,"1,193.00",933,"104,400.70",780.5,"1,245.20","1,257.00","55,870.30","8,084.60","1,836.20","4,474.20","10,786,410.40","4,381.60","38,550.10","22,764,777.90","6,797.00","1,436,578.60","36,520.20","8,994.00","1,361.80"
31/8/2010,"1,215.80",942.2,"103,851.80",776.5,"1,265.10","1,264.10","56,626.80","8,252.20","1,836.20","4,559.20","10,911,984.00","4,465.60","38,608.80","23,403,298.10","6,921.00","1,435,192.80","36,930.80","8,862.60","1,350.80"
30/9/2010,"1,271.00",971.2,"107,233.90",816,"1,313.40","1,272.40","58,470.20","8,567.20","1,896.20","4,766.50","11,396,270.90","4,668.20","39,151.70","24,758,075.60","7,249.40","1,474,328.10","39,129.90","9,048.90","1,354.30"
29/10/2010,"1,342.00",965.8,"109,748.10",846.2,"1,366.40","1,299.90","59,620.60","8,948.80","1,911.90","5,032.80","11,977,274.40","4,929.10","40,178.70","26,155,065.20","7,687.30","1,505,255.10","40,675.80","9,279.70","1,367.60"
30/11/2010,"1,369.90","1,004.70","113,089.20",858.8,"1,387.40","1,349.50","61,649.80","9,113.90","1,980.20","5,137.40","12,268,526.70","5,031.40","40,959.90","26,706,474.30","7,886.20","1,549,817.30","42,479.90","9,560.60","1,386.10"
31/12/2010,"1,390.60","1,051.30","116,026.00",890.5,"1,402.20","1,349.50","62,747.10","9,252.40","2,110.90","5,215.00","12,544,223.80","5,107.40","41,854.50","27,111,021.70","8,058.60","1,592,468.60","42,936.10","9,509.10","1,402.80"
31/1/2011,"1,356.40","1,015.50","112,130.30",858.7,"1,348.60","1,299.40","61,622.00","8,953.30","2,123.90","5,086.80","12,263,763.20","4,982.00","41,486.90","26,446,262.10","7,887.50","1,517,914.90","40,826.90","9,411.40","1,362.90"
28/2/2011,"1,372.70","1,005.10","113,332.40",851,"1,355.60","1,303.50","62,336.20","9,035.50","2,183.00","5,148.20","12,227,247.80","5,041.90","42,142.10","27,901,037.90","8,072.20","1,532,491.10","40,138.80","9,861.80","1,361.00"
31/3/2011,"1,424.00","1,015.90","116,230.10",881.4,"1,391.00","1,308.10","64,047.90","9,347.90","2,246.70","5,340.50","12,470,028.70","5,230.30","43,217.80","29,721,581.00","8,440.90","1,595,134.70","40,456.10","9,836.50","1,408.20"
29/4/2011,"1,473.80","1,021.30","122,926.00",901.5,"1,413.10","1,326.40","65,435.30","9,623.70","2,244.00","5,527.10","12,752,712.90","5,413.20","44,330.00","30,751,543.10","8,779.80","1,599,463.80","41,397.60","9,919.10","1,396.30"
31/5/2011,"1,510.40","1,056.10","122,497.60",925.9,"1,463.70","1,321.40","67,912.00","9,812.10","2,384.50","5,664.50","12,938,906.50","5,547.80","45,718.60","31,153,238.90","8,981.30","1,639,353.70","42,249.00","10,384.00","1,417.30"
30/6/2011,"1,528.70","1,061.60","122,966.10",942.8,"1,494.10","1,284.60","68,539.20","9,897.50","2,449.00","5,732.90","13,093,595.60","5,614.70","46,643.30","31,433,340.90","9,093.90","1,652,626.70","42,756.30","10,376.50","1,440.60"
29/7/2011,"1,572.80","1,101.00","124,721.70",973.7,"1,502.90","1,293.20","69,847.60","10,157.80","2,606.80","5,898.40","13,417,906.20","5,776.90","47,298.70","32,357,237.70","9,369.60","1,664,109.80","43,876.30","10,671.90","1,459.00"
31/8/2011,"1,755.80","1,225.60","135,126.80","1,073.50","1,724.40","1,368.30","79,641.10","11,245.60","3,083.60","6,584.70","14,996,463.60","6,449.10","52,468.50","36,399,362.70","10,466.00","1,887,380.50","50,620.10","12,464.30","1,673.40"
30/9/2011,"1,771.90","1,287.30","136,153.70","1,122.20","1,773.90","1,544.80","84,355.20","11,322.60","3,183.60","6,645.40","15,552,456.40","6,508.00","53,918.80","36,903,969.10","10,564.90","1,983,624.70","54,386.40","13,385.00","1,731.30"
