Date,Value,YOY (%)
2020-01-01,34.58,61.29
2019-01-01,21.44,5.00
2018-01-01,20.42,-17.16
2017-01-01,24.65,-7.37
2016-01-01,26.61,7.30
2015-01-01,24.80,16.43
2014-01-01,21.30,-3.53
2013-01-01,22.08,-9.73
2012-01-01,24.46,14.19
2011-01-01,21.42,-32.34
2010-01-01,31.66,-34.64
2009-01-01,48.44,47.91
2008-01-01,32.75,30.37
2007-01-01,25.12,1.05
2006-01-01,24.86,-6.68
2005-01-01,26.64,-4.82
2004-01-01,27.99,-12.78
2003-01-01,32.09,-4.66
2002-01-01,33.66,3.63
2001-01-01,32.48,-20.31
2000-01-01,40.76,-33.68
1999-01-01,61.46,29.06
1998-01-01,47.62,65.18
1997-01-01,28.83,-32.64
1996-01-01,42.80,-32.50
1995-01-01,63.41,3.80
1994-01-01,61.09,-37.48
1993-01-01,97.71,16.13
1992-01-01,84.14,5.81
1991-01-01,79.52,-13.58
1990-01-01,92.02,-20.49
1989-01-01,115.74,34.63
1988-01-01,85.97,-1.87
1987-01-01,87.61,-12.99
1986-01-01,100.69,-22.76
1985-01-01,130.36,
