Date,Value,YOY (%),index
2023-01-01,5.94,40.09,^SSMI
2022-01-01,4.24,-10.17,^SSMI
2021-01-01,4.72,-9.23,^SSMI
2020-01-01,5.2,-12.75,^SSMI
2019-01-01,5.96,17.32,^SSMI
2018-01-01,5.08,-10.72,^SSMI
2017-01-01,5.69,-8.96,^SSMI
2016-01-01,6.25,8.7,^SSMI
2015-01-01,5.75,15.0,^SSMI
2014-01-01,5.0,-13.79,^SSMI
2013-01-01,5.8,-3.33,^SSMI
2012-01-01,6.0,20.0,^SSMI
2011-01-01,5.0,11.11,^SSMI
2010-01-01,4.5,-10.0,^SSMI
2009-01-01,5.0,4.38,^SSMI
2008-01-01,4.79,-2.44,^SSMI
2007-01-01,4.91,2.29,^SSMI
2006-01-01,4.8,-0.83,^SSMI
2005-01-01,4.84,0.41,^SSMI
2004-01-01,4.82,6.87,^SSMI
2003-01-01,4.51,-18.15,^SSMI
2002-01-01,5.51,0.0,^SSMI
2001-01-01,5.51,,^SSMI
