Date,Value,YOY (%)
2020-01-01,19.03,45.38
2019-01-01,13.09,16.98
2018-01-01,11.19,-20.53
2017-01-01,14.08,-27.65
2016-01-01,19.46,18.01
2015-01-01,16.49,29.33
2014-01-01,12.75,-4.92
2013-01-01,13.41,-28.37
2012-01-01,18.72,15.06
2011-01-01,16.27,-20.36
2010-01-01,20.43,-35.90
2009-01-01,31.87,49.06
2008-01-01,21.38,58.14
2007-01-01,13.52,21.36
2006-01-01,11.14,-3.05
2005-01-01,11.49,-39.59
2004-01-01,19.02,-35.72
2003-01-01,29.59,21.77
2002-01-01,24.30,43.53
2001-01-01,16.93,-7.49
2000-01-01,18.30,-29.99
1999-01-01,26.14,23.83
1998-01-01,21.11,45.59
1997-01-01,14.50,20.43
1996-01-01,12.04,-15.09
1995-01-01,14.18,-0.91
1994-01-01,14.31,9.49
1993-01-01,13.07,-16.65
1992-01-01,15.68,-26.25
1991-01-01,21.26,11.84
1990-01-01,19.01,13.76
1989-01-01,16.71,
