Date,Value,YOY (%),index
2022-01-01,1417173173.0,0.68,^BSESN
2021-01-01,1407563842.0,0.8,^BSESN
2020-01-01,1396387127.0,0.96,^BSESN
2019-01-01,1383112050.0,1.03,^BSESN
2018-01-01,1369003306.0,1.09,^BSESN
2017-01-01,1354195680.0,2.24,^BSESN
2016-01-01,1324517250.0,1.1,^BSESN
2015-01-01,1310152392.0,1.12,^BSESN
2014-01-01,1295600768.0,1.15,^BSESN
2013-01-01,1280842119.0,1.19,^BSESN
2012-01-01,1265780243.0,1.24,^BSESN
2011-01-01,1250287939.0,1.3,^BSESN
2010-01-01,1234281163.0,1.36,^BSESN
2009-01-01,1217726217.0,1.42,^BSESN
2008-01-01,1200669762.0,1.48,^BSESN
2007-01-01,1183209471.0,1.52,^BSESN
2006-01-01,1165486291.0,1.56,^BSESN
2005-01-01,1147609924.0,1.59,^BSESN
2004-01-01,1129623466.0,1.63,^BSESN
2003-01-01,1111523146.0,1.67,^BSESN
2002-01-01,1093317187.0,1.7,^BSESN
2001-01-01,1075000094.0,1.74,^BSESN
2000-01-01,1056575548.0,1.78,^BSESN
1999-01-01,1038058154.0,1.82,^BSESN
1998-01-01,1019483586.0,1.86,^BSESN
1997-01-01,1000900028.0,1.89,^BSESN
1996-01-01,982365248.0,1.91,^BSESN
1995-01-01,963922586.0,1.94,^BSESN
1994-01-01,945601828.0,1.96,^BSESN
1993-01-01,927403866.0,1.99,^BSESN
1992-01-01,909307018.0,2.02,^BSESN
1991-01-01,891273202.0,2.06,^BSESN
1990-01-01,873277799.0,2.1,^BSESN
1989-01-01,855334675.0,2.13,^BSESN
1988-01-01,837468938.0,2.17,^BSESN
1987-01-01,819682095.0,2.21,^BSESN
1986-01-01,801975250.0,2.25,^BSESN
1985-01-01,784360012.0,2.29,^BSESN
1984-01-01,766833411.0,2.32,^BSESN
1983-01-01,749428958.0,2.35,^BSESN
1982-01-01,732239498.0,2.36,^BSESN
1981-01-01,715384997.0,2.35,^BSESN
1980-01-01,698952837.0,2.34,^BSESN
1979-01-01,682995348.0,2.32,^BSESN
1978-01-01,667499815.0,2.31,^BSESN
1977-01-01,652408766.0,2.32,^BSESN
1976-01-01,637630085.0,2.33,^BSESN
1975-01-01,623102900.0,4.76,^BSESN
1974-01-01,608802595.0,2.36,^BSESN
1973-01-01,594770136.0,2.35,^BSESN
1972-01-01,581087255.0,2.33,^BSESN
1971-01-01,567868021.0,2.28,^BSESN
1970-01-01,555189797.0,2.23,^BSESN
1969-01-01,543084333.0,2.18,^BSESN
1968-01-01,531513834.0,2.14,^BSESN
1967-01-01,520400577.0,2.11,^BSESN
1966-01-01,509631509.0,2.11,^BSESN
1965-01-01,499123328.0,2.1,^BSESN
1964-01-01,488848139.0,2.09,^BSESN
1963-01-01,478825602.0,2.08,^BSESN
1962-01-01,469077191.0,2.05,^BSESN
1961-01-01,459642166.0,2.02,^BSESN
1960-01-01,450547675.0,,^BSESN
