Date,YOY (%),index
1/7/1997,1,^N225
1/6/1997,1,^N225
1/5/1997,1,^N225
1/4/1997,1,^N225
1/3/1997,1,^N225
1/2/1997,1,^N225
1/1/1997,1,^N225
1/12/1996,0,^N225
1/11/1996,0,^N225
1/10/1996,0,^N225
1/9/1996,0,^N225
1/8/1996,0,^N225
1/7/1996,0,^N225
1/6/1996,0,^N225
1/5/1996,0,^N225
1/4/1996,0,^N225
1/3/1996,0,^N225
1/2/1996,0,^N225
1/1/1996,0,^N225
1/12/1995,0,^N225
1/11/1995,0,^N225
1/10/1995,0,^N225
1/9/1995,0,^N225
1/8/1995,0,^N225
1/7/1995,0,^N225
1/6/1995,0,^N225
1/5/1995,0,^N225
1/4/1995,0,^N225
1/3/1995,0,^N225
1/2/1995,0,^N225
1/1/1995,0,^N225
1/12/1994,0,^N225
1/11/1994,0,^N225
1/10/1994,1,^N225
1/9/1994,1,^N225
1/8/1994,1,^N225
1/7/1994,1,^N225
1/6/1994,1,^N225
1/5/1994,1,^N225
1/4/1994,1,^N225
1/3/1994,1,^N225
1/2/1994,1,^N225
1/1/1994,1,^N225
1/12/1993,1,^N225
1/11/1993,1,^N225
1/10/1993,1,^N225
1/9/1993,1,^N225
1/8/1993,1,^N225
1/7/1993,1,^N225
1/6/1993,1,^N225
1/5/1993,1,^N225
1/4/1993,1,^N225
1/3/1993,1,^N225
1/2/1993,1,^N225
1/1/1993,1,^N225
1/12/1992,1,^N225
1/11/1992,1,^N225
1/10/1992,1,^N225
1/9/1992,1,^N225
1/8/1992,1,^N225
1/7/1992,1,^N225
1/6/1992,1,^N225
1/5/1992,1,^N225
1/4/1992,1,^N225
1/3/1992,1,^N225
1/2/1992,1,^N225
1/1/1992,1,^N225
1/12/1991,1,^N225
1/11/1991,1,^N225
1/10/1991,1,^N225
1/9/1991,1,^N225
1/8/1991,1,^N225
1/7/1991,1,^N225
1/6/1991,1,^N225
1/5/1991,1,^N225
1/4/1991,1,^N225
1/3/1991,1,^N225
1/2/1991,1,^N225
1/1/1991,1,^N225
1/12/1990,1,^N225
1/11/1990,1,^N225
1/10/1990,1,^N225
1/9/1990,1,^N225
1/8/1990,0,^N225
1/7/1990,0,^N225
1/6/1990,0,^N225
1/5/1990,0,^N225
1/4/1990,0,^N225
1/3/1990,0,^N225
1/2/1990,0,^N225
1/1/1990,0,^N225
1/12/1989,0,^N225
1/11/1989,0,^N225
1/10/1989,0,^N225
1/9/1989,0,^N225
1/8/1989,0,^N225
1/7/1989,0,^N225
1/6/1989,0,^N225
1/5/1989,0,^N225
1/4/1989,0,^N225
1/3/1989,0,^N225
1/2/1989,0,^N225
1/1/1989,0,^N225
1/12/1988,0,^N225
1/11/1988,0,^N225
1/10/1988,0,^N225
1/9/1988,0,^N225
1/8/1988,0,^N225
1/7/1988,0,^N225
1/6/1988,0,^N225
1/5/1988,0,^N225
1/4/1988,0,^N225
1/3/1988,0,^N225
1/2/1988,0,^N225
1/1/1988,0,^N225
1/12/1987,0,^N225
1/11/1987,0,^N225
1/10/1987,0,^N225
1/9/1987,0,^N225
1/8/1987,0,^N225
1/7/1987,0,^N225
1/6/1987,0,^N225
1/5/1987,0,^N225
1/4/1987,0,^N225
1/3/1987,0,^N225
1/2/1987,1,^N225
1/1/1987,1,^N225
1/12/1986,1,^N225
1/11/1986,1,^N225
1/10/1986,1,^N225
1/9/1986,1,^N225
1/8/1986,1,^N225
1/7/1986,1,^N225
1/6/1986,1,^N225
1/5/1986,1,^N225
1/4/1986,1,^N225
1/3/1986,1,^N225
1/2/1986,1,^N225
1/1/1986,1,^N225
1/12/1985,1,^N225
1/11/1985,1,^N225
1/10/1985,1,^N225
1/9/1985,0,^N225
1/8/1985,0,^N225
1/7/1985,0,^N225
1/6/1985,0,^N225
1/5/1985,0,^N225
1/4/1985,0,^N225
1/3/1985,0,^N225
1/2/1985,0,^N225
1/1/1985,0,^N225
1/12/1984,0,^N225
1/11/1984,0,^N225
1/10/1984,0,^N225
1/9/1984,0,^N225
1/8/1984,0,^N225
1/7/1984,0,^N225
1/6/1984,0,^N225
1/5/1984,0,^N225
1/4/1984,0,^N225
1/3/1984,0,^N225
1/2/1984,0,^N225
1/1/1984,0,^N225
1/12/1983,0,^N225
1/11/1983,0,^N225
1/10/1983,0,^N225
1/9/1983,0,^N225
1/8/1983,0,^N225
1/7/1983,0,^N225
1/6/1983,0,^N225
1/5/1983,1,^N225
1/4/1983,1,^N225
1/3/1983,1,^N225
1/2/1983,1,^N225
1/1/1983,1,^N225
1/12/1982,1,^N225
1/11/1982,1,^N225
1/10/1982,1,^N225
1/9/1982,1,^N225
1/8/1982,1,^N225
1/7/1982,1,^N225
1/6/1982,1,^N225
1/5/1982,1,^N225
1/4/1982,1,^N225
1/3/1982,0,^N225
1/2/1982,0,^N225
1/1/1982,0,^N225
1/12/1981,0,^N225
1/11/1981,0,^N225
1/10/1981,0,^N225
1/9/1981,0,^N225
1/8/1981,0,^N225
1/7/1981,0,^N225
1/6/1981,0,^N225
1/5/1981,0,^N225
1/4/1981,0,^N225
1/3/1981,0,^N225
1/2/1981,0,^N225
1/1/1981,0,^N225
1/12/1980,0,^N225
1/11/1980,0,^N225
1/10/1980,0,^N225
1/9/1980,0,^N225
1/8/1980,0,^N225
1/7/1980,0,^N225
1/6/1980,0,^N225
1/5/1980,1,^N225
1/4/1980,1,^N225
1/3/1980,1,^N225
1/2/1980,1,^N225
1/1/1980,1,^N225
1/12/1979,1,^N225
1/11/1979,1,^N225
1/10/1979,1,^N225
1/9/1979,1,^N225
1/8/1979,1,^N225
1/7/1979,1,^N225
1/6/1979,0,^N225
1/5/1979,0,^N225
1/4/1979,0,^N225
1/3/1979,0,^N225
1/2/1979,0,^N225
1/1/1979,0,^N225
1/12/1978,0,^N225
1/11/1978,0,^N225
1/10/1978,0,^N225
1/9/1978,0,^N225
1/8/1978,0,^N225
1/7/1978,0,^N225
1/6/1978,0,^N225
1/5/1978,0,^N225
1/4/1978,0,^N225
1/3/1978,0,^N225
1/2/1978,0,^N225
1/1/1978,0,^N225
1/12/1977,0,^N225
1/11/1977,0,^N225
1/10/1977,0,^N225
1/9/1977,0,^N225
1/8/1977,0,^N225
1/7/1977,0,^N225
1/6/1977,0,^N225
1/5/1977,0,^N225
1/4/1977,0,^N225
1/3/1977,0,^N225
1/2/1977,0,^N225
1/1/1977,0,^N225
1/12/1976,0,^N225
1/11/1976,0,^N225
1/10/1976,0,^N225
1/9/1976,0,^N225
1/8/1976,0,^N225
1/7/1976,0,^N225
1/6/1976,0,^N225
1/5/1976,0,^N225
1/4/1976,0,^N225
1/3/1976,0,^N225
1/2/1976,0,^N225
1/1/1976,0,^N225
1/12/1975,0,^N225
1/11/1975,0,^N225
1/10/1975,0,^N225
1/9/1975,0,^N225
1/8/1975,0,^N225
1/7/1975,0,^N225
1/6/1975,0,^N225
1/5/1975,0,^N225
1/4/1975,0,^N225
1/3/1975,0,^N225
1/2/1975,1,^N225
1/1/1975,1,^N225
1/12/1974,1,^N225
1/11/1974,1,^N225
1/10/1974,1,^N225
1/9/1974,1,^N225
1/8/1974,1,^N225
1/7/1974,1,^N225
1/6/1974,1,^N225
1/5/1974,1,^N225
1/4/1974,1,^N225
1/3/1974,1,^N225
1/2/1974,1,^N225
1/1/1974,1,^N225
1/12/1973,1,^N225
1/11/1973,1,^N225
1/10/1973,1,^N225
1/9/1973,1,^N225
1/8/1973,1,^N225
1/7/1973,1,^N225
1/6/1973,1,^N225
1/5/1973,1,^N225
1/4/1973,0,^N225
1/3/1973,0,^N225
1/2/1973,0,^N225
1/1/1973,0,^N225
1/12/1972,0,^N225
1/11/1972,0,^N225
1/10/1972,0,^N225
1/9/1972,0,^N225
1/8/1972,0,^N225
1/7/1972,0,^N225
1/6/1972,0,^N225
1/5/1972,0,^N225
1/4/1972,0,^N225
1/3/1972,0,^N225
1/2/1972,0,^N225
1/1/1972,0,^N225
1/12/1971,0,^N225
1/11/1971,0,^N225
1/10/1971,1,^N225
1/9/1971,1,^N225
1/8/1971,1,^N225
1/7/1971,1,^N225
1/6/1971,1,^N225
1/5/1971,1,^N225
1/4/1971,1,^N225
1/3/1971,1,^N225
1/2/1971,1,^N225
1/1/1971,1,^N225
1/12/1970,1,^N225
1/11/1970,1,^N225
1/10/1970,1,^N225
1/9/1970,1,^N225
1/8/1970,1,^N225
1/7/1970,1,^N225
1/6/1970,1,^N225
1/5/1970,1,^N225
1/4/1970,1,^N225
1/3/1970,0,^N225
1/2/1970,0,^N225
1/1/1970,0,^N225
1/12/1969,0,^N225
1/11/1969,0,^N225
1/10/1969,0,^N225
1/9/1969,0,^N225
1/8/1969,0,^N225
1/7/1969,0,^N225
1/6/1969,0,^N225
1/5/1969,0,^N225
1/4/1969,0,^N225
1/3/1969,0,^N225
1/2/1969,0,^N225
1/1/1969,0,^N225
1/12/1968,0,^N225
1/11/1968,0,^N225
1/10/1968,0,^N225
1/9/1968,0,^N225
1/8/1968,0,^N225
1/7/1968,0,^N225
1/6/1968,0,^N225
1/5/1968,0,^N225
1/4/1968,0,^N225
1/3/1968,0,^N225
1/2/1968,0,^N225
1/1/1968,0,^N225
1/12/1967,0,^N225
1/11/1967,0,^N225
1/10/1967,0,^N225
1/9/1967,0,^N225
1/8/1967,0,^N225
1/7/1967,0,^N225
1/6/1967,0,^N225
1/5/1967,0,^N225
1/4/1967,0,^N225
1/3/1967,0,^N225
1/2/1967,0,^N225
1/1/1967,0,^N225
1/12/1966,0,^N225
1/11/1966,0,^N225
1/10/1966,0,^N225
1/9/1966,0,^N225
1/8/1966,0,^N225
1/7/1966,0,^N225
1/6/1966,0,^N225
1/5/1966,0,^N225
1/4/1966,0,^N225
1/3/1966,0,^N225
1/2/1966,0,^N225
1/1/1966,0,^N225
1/12/1965,0,^N225
1/11/1965,1,^N225
1/10/1965,1,^N225
1/9/1965,1,^N225
1/8/1965,1,^N225
1/7/1965,1,^N225
1/6/1965,1,^N225
1/5/1965,1,^N225
1/4/1965,1,^N225
1/3/1965,1,^N225
1/2/1965,1,^N225
1/1/1965,1,^N225
1/12/1964,1,^N225
1/11/1964,1,^N225
1/10/1964,1,^N225
1/9/1964,1,^N225
1/8/1964,1,^N225
1/7/1964,1,^N225
1/6/1964,1,^N225
1/5/1964,1,^N225
1/4/1964,0,^N225
1/3/1964,0,^N225
1/2/1964,0,^N225
1/1/1964,0,^N225
1/12/1963,0,^N225
1/11/1963,0,^N225
1/10/1963,0,^N225
1/9/1963,0,^N225
1/8/1963,0,^N225
1/7/1963,0,^N225
1/6/1963,0,^N225
1/5/1963,0,^N225
1/4/1963,0,^N225
1/3/1963,0,^N225
1/2/1963,1,^N225
1/1/1963,1,^N225
1/12/1962,1,^N225
1/11/1962,1,^N225
1/10/1962,1,^N225
1/9/1962,1,^N225
1/8/1962,1,^N225
1/7/1962,1,^N225
1/6/1962,1,^N225
1/5/1962,1,^N225
1/4/1962,1,^N225
1/3/1962,1,^N225
1/2/1962,1,^N225
1/1/1962,1,^N225
