index,crash_label,date,Quarter,000001.SS,^BSESN,^BVSP,^FCHI,^FTLC,^GDAXI,^GSPC,^HSI,^N225,^SSMI,volatility_lag1,volatility_lag2,price_change_lag1,price_change_lag2,volume_change_lag1,volume_change_lag2,Crude_Oil_Index_Excess_Return_lag1,Crude_Oil_Index_Excess_Return_lag2,Ted_Rate_lag1,Ted_Rate_lag2,Gold_Price_lag1,Gold_Price_lag2,housing_lag1,housing_lag2,reserve_lag1,reserve_lag2,10YGov_BondYield_lag1,10YGov_BondYield_lag2,current_acct_lag1,current_acct_lag2,FX_Rate_lag1,FX_Rate_lag2,turnover_lag1,turnover_lag2,Population_lag1,Population_lag2,npl_lag1,npl_lag2,Recession_Indicators_lag1,Recession_Indicators_lag2,inflation_lag1,inflation_lag2,Unemployment_lag1,Unemployment_lag2,GDP_lag1,GDP_lag2
000001.SS,1,1998-09-30,Q3 1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6285414810809855,-0.6285414810809855,0.5049132520799005,0.1877086933362087,-0.1271466940797387,-0.1271466940797387,-1.2037873559895838,-0.9723620349116506,0.4544321466033776,-0.7286389886281853,-0.5148053582336004,-0.3825114994903211,-0.4652177251029281,-1.1377061774469217,-0.6500796522304548,-0.6500796522304548,-0.0663188593399983,-0.0072424487904926,0.0365563941305357,-0.0293698247798531,-0.079493483438052,-0.079493483438052,0.6583181840943914,0.6583181840943914,0.5749813792427815,0.5749813792427815,0.2036368842574127,0.2036368842574127,1.1213167399314248,1.1213167399314248,0.0365563941305357,-0.0293698247798531,0.0668453407201844,0.0668453407201844,0.2467326282133592,0.2467326282133592
000001.SS,0,1998-12-31,Q4 1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6256802379730638,-0.6285414810809855,-0.7954464317916843,0.5049132520799005,-0.1271466940797387,-0.1271466940797387,0.3004435271614454,-1.2037873559895838,0.2329097038252399,0.4544321466033776,-1.3849532963799576,-0.5148053582336004,-0.893378555885019,-0.4652177251029281,-0.6500796522304548,-0.6500796522304548,-0.3215963626192349,-0.0663188593399983,0.0378088307775324,0.0365563941305357,-0.079493483438052,-0.079493483438052,0.6583181840943914,0.6583181840943914,0.5749813792427815,0.5749813792427815,0.2036368842574127,0.2036368842574127,1.1213167399314248,1.1213167399314248,0.0378088307775324,0.0365563941305357,0.0668453407201844,0.0668453407201844,0.2467326282133592,0.2467326282133592
000001.SS,0,1999-03-31,Q1 1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6314027241889071,-0.6256802379730638,-0.843209740719036,-0.7954464317916843,-0.1271466940797387,-0.1271466940797387,-1.7804496649112405,0.3004435271614454,0.7922617562265307,0.2329097038252399,2.097070036539088,-1.3849532963799576,-0.661430151156935,-0.893378555885019,-0.6500796522304548,-0.6500796522304548,0.2310349529588431,-0.3215963626192349,0.0330067916615892,0.0378088307775324,-0.079493483438052,-0.079493483438052,0.6583181840943914,0.6583181840943914,0.5749813792427815,0.5749813792427815,0.2036368842574127,0.2036368842574127,1.1213167399314248,1.1213167399314248,0.0330067916615892,0.0378088307775324,0.0668453407201844,0.0668453407201844,0.2467326282133592,0.2467326282133592
000001.SS,0,1999-06-30,Q2 1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6295146535302611,-0.6314027241889071,-0.0828384217370141,-0.843209740719036,-0.1271466940797387,-0.1271466940797387,2.007256801802224,-1.7804496649112405,-1.475722007060298,0.7922617562265307,-1.057304707817628,2.097070036539088,-0.1294563038534523,-0.661430151156935,-0.0151377611650379,-0.6500796522304548,0.0287228002538234,0.2310349529588431,0.0192434624244428,0.0330067916615892,-0.079493483438052,-0.079493483438052,-0.3243986146268771,0.6583181840943914,0.3912396273796898,0.5749813792427815,0.2015216238485528,0.2036368842574127,1.1213167399314248,1.1213167399314248,0.0192434624244428,0.0330067916615892,0.3119721883852699,0.0668453407201844,0.1732658398533592,0.2467326282133592
000001.SS,0,1999-09-30,Q3 1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6234512386265293,-0.6295146535302611,3.827533096093712,-0.0828384217370141,-0.1271466940797387,-0.1271466940797387,0.7705817549750604,2.007256801802224,-0.0027324285545709,-1.475722007060298,-1.2956929701313002,-1.057304707817628,0.0978605687867825,-0.1294563038534523,-0.0151377611650379,-0.0151377611650379,0.3006882253709756,0.0287228002538234,0.0623515476456236,0.0192434624244428,-0.079493483438052,-0.079493483438052,-0.3243986146268771,-0.3243986146268771,0.3912396273796898,0.3912396273796898,0.2015216238485528,0.2015216238485528,1.1213167399314248,1.1213167399314248,0.0623515476456236,0.0192434624244428,0.3119721883852699,0.3119721883852699,0.1732658398533592,0.1732658398533592
000001.SS,0,1999-12-31,Q4 1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5740962086747109,-0.6234512386265293,-0.7811866254576517,3.827533096093712,-0.1271466940797387,-0.1271466940797387,1.3896800906962767,0.7705817549750604,0.8063746461519675,-0.0027324285545709,-0.2052772215190523,-1.2956929701313002,0.0964655640204401,0.0978605687867825,-0.0151377611650379,-0.0151377611650379,0.1826825817910944,0.3006882253709756,0.0350591666393848,0.0623515476456236,-0.079493483438052,-0.079493483438052,-0.3243986146268771,-0.3243986146268771,0.3912396273796898,0.3912396273796898,0.2015216238485528,0.2015216238485528,1.1213167399314248,1.1213167399314248,0.0350591666393848,0.0623515476456236,0.3119721883852699,0.3119721883852699,0.1732658398533592,0.1732658398533592
000001.SS,0,2000-03-31,Q1 2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5451237227578837,-0.5740962086747109,-1.3010034436387243,-0.7811866254576517,-0.1271466940797387,-0.1271466940797387,0.3722004773270267,1.3896800906962767,1.1137507724716014,0.8063746461519675,1.055355928204449,-0.2052772215190523,-0.5060044577218813,0.0964655640204401,-0.0151377611650379,-0.0151377611650379,0.0700741921953984,0.1826825817910944,0.0373939476606448,0.0350591666393848,-0.079493483438052,-0.079493483438052,-0.3243986146268771,-0.3243986146268771,0.3912396273796898,0.3912396273796898,0.2015216238485528,0.2015216238485528,1.1213167399314248,1.1213167399314248,0.0373939476606448,0.0350591666393848,0.3119721883852699,0.3119721883852699,0.1732658398533592,0.1732658398533592
000001.SS,0,2000-06-30,Q2 2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5506514738549809,-0.5451237227578837,2.5948043511217227,-1.3010034436387243,-0.1271466940797387,-0.1271466940797387,0.9759719361984384,0.3722004773270267,-1.63756660565963,1.1137507724716014,0.2325869848760064,1.055355928204449,0.0824521255562148,-0.5060044577218813,0.2260033164686799,-0.0151377611650379,-0.0476131227311957,0.0700741921953984,0.0312113973881632,0.0373939476606448,-0.079493483438052,-0.079493483438052,0.275518300495927,-0.3243986146268771,0.227810374842272,0.3912396273796898,1.7358626807048476,0.2015216238485528,1.1213167399314248,1.1213167399314248,0.0312113973881632,0.0373939476606448,0.0668453407201844,0.3119721883852699,0.6312205325580585,0.1732658398533592
000001.SS,0,2000-09-30,Q3 2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5627185228255408,-0.5506514738549809,0.4496474478413001,2.5948043511217227,-0.1271466940797387,-0.1271466940797387,1.600324605643602,0.9759719361984384,1.735302377553035,-1.63756660565963,-0.2282003600299813,0.2325869848760064,-0.1653092247006365,0.0824521255562148,0.2260033164686799,0.2260033164686799,-0.0016090051934493,-0.0476131227311957,0.0443440816371788,0.0312113973881632,-0.079493483438052,-0.079493483438052,0.275518300495927,0.275518300495927,0.227810374842272,0.227810374842272,1.7358626807048476,1.7358626807048476,1.1213167399314248,1.1213167399314248,0.0443440816371788,0.0312113973881632,0.0668453407201844,0.0668453407201844,0.6312205325580585,0.6312205325580585
000001.SS,0,2000-12-31,Q4 2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.548519521329305,-0.5627185228255408,-0.2501453610529651,0.4496474478413001,-0.1271466940797387,-0.1271466940797387,0.025015631640122,1.600324605643602,-0.9638252189060597,1.735302377553035,-0.3044053474788941,-0.2282003600299813,-0.1684768986420795,-0.1653092247006365,0.2260033164686799,0.2260033164686799,0.0059770162107551,-0.0016090051934493,0.0549037864016382,0.0443440816371788,-0.079493483438052,-0.079493483438052,0.275518300495927,0.275518300495927,0.227810374842272,0.227810374842272,1.7358626807048476,1.7358626807048476,1.1213167399314248,1.1213167399314248,0.0549037864016382,0.0443440816371788,0.0668453407201844,0.0668453407201844,0.6312205325580585,0.6312205325580585
000001.SS,0,2001-03-31,Q1 2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5312883806987969,-0.548519521329305,0.5756162118147992,-0.2501453610529651,-0.1271466940797387,-0.1271466940797387,-0.567581007149328,0.025015631640122,-0.1775822174410406,-0.9638252189060597,-0.6258357826775818,-0.3044053474788941,-0.570921857161021,-0.1684768986420795,0.2260033164686799,0.2260033164686799,-0.1684206493167444,0.0059770162107551,0.0341567823365787,0.0549037864016382,-0.079493483438052,-0.079493483438052,0.275518300495927,0.275518300495927,0.227810374842272,0.227810374842272,1.7358626807048476,1.7358626807048476,1.1213167399314248,1.1213167399314248,0.0341567823365787,0.0549037864016382,0.0668453407201844,0.0668453407201844,0.6312205325580585,0.6312205325580585
000001.SS,0,2001-06-30,Q2 2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5809480170623834,-0.5312883806987969,-0.0040022451458196,0.5756162118147992,-0.1271466940797387,-0.1271466940797387,0.0465072160392251,-0.567581007149328,-0.8452404843159993,-0.1775822174410406,-0.9104793122674548,-0.6258357826775818,-0.42276338324111,-0.570921857161021,-0.2457588492235142,0.2260033164686799,-0.0056422042707092,-0.1684206493167444,0.0295291411090706,0.0341567823365787,-0.079493483438052,-0.079493483438052,-0.1603130033213666,0.275518300495927,0.1051745779326278,0.227810374842272,2.3820308456013763,1.7358626807048476,1.1213167399314248,1.1213167399314248,0.0295291411090706,0.0341567823365787,1.208032865407347,0.0668453407201844,0.6148843850976241,0.6312205325580585
