price,volume,date,volatility,index,crash_label
912.5900268554688,575020000,1997-09-11,79.62333048159803,^GSPC,0
923.9099731445312,544150000,1997-09-12,79.6013114854196,^GSPC,0
919.77001953125,468030000,1997-09-15,79.56461698968766,^GSPC,0
945.6400146484376,636380000,1997-09-16,79.6739499095037,^GSPC,0
943.0,590550000,1997-09-17,79.742214354794,^GSPC,0
947.2899780273438,566830000,1997-09-18,79.8357635854971,^GSPC,0
950.510009765625,631040000,1997-09-19,79.96276556026935,^GSPC,0
955.4299926757812,490900000,1997-09-22,80.10729348747292,^GSPC,0
951.9299926757812,522930000,1997-09-23,80.20720903316953,^GSPC,0
944.47998046875,639460000,1997-09-24,80.24435140709991,^GSPC,0
937.9099731445312,524880000,1997-09-25,80.22693408311414,^GSPC,0
945.219970703125,505340000,1997-09-26,80.24512462849269,^GSPC,0
953.3400268554688,477100000,1997-09-29,80.31116675156869,^GSPC,0
947.280029296875,587500000,1997-09-30,80.33431500098176,^GSPC,0
955.4099731445312,598660000,1997-10-01,80.42897885996688,^GSPC,0
960.4600219726562,474760000,1997-10-02,80.53719397915062,^GSPC,0
965.030029296875,623370000,1997-10-03,80.7161135177449,^GSPC,0
972.6900024414062,495620000,1997-10-06,80.94778008626416,^GSPC,0
983.1199951171876,551970000,1997-10-07,81.22841816559378,^GSPC,0
973.8400268554688,573110000,1997-10-08,81.39840270295167,^GSPC,0
970.6199951171876,551840000,1997-10-09,81.51649256314573,^GSPC,0
966.97998046875,500680000,1997-10-10,81.63195053711634,^GSPC,0
968.0999755859376,354800000,1997-10-13,81.75868926555609,^GSPC,0
970.280029296875,510330000,1997-10-14,81.88086222441567,^GSPC,0
