drawdown_start,drawdown_end,duration,drawdown,index
2002-04-04,2002-04-09,5,-0.044152973293012536,^FCHI
2007-03-12,2007-03-15,3,-0.043962256054597255,^FCHI
2003-04-08,2003-04-11,3,-0.04392583854441897,^FCHI
2012-04-03,2012-04-05,2,-0.043865450695709546,^FCHI
2003-03-31,2003-04-01,1,-0.0437432845150287,^FCHI
2001-08-30,2001-09-04,5,-0.043600339065883044,^FCHI
2001-08-07,2001-08-13,6,-0.0435959108879635,^FCHI
2001-11-09,2001-11-13,4,-0.043519668759454185,^FCHI
2002-02-15,2002-02-21,6,-0.04348179671435915,^FCHI
2018-05-23,2018-06-01,9,-0.043425566817596954,^FCHI
2016-02-01,2016-02-04,3,-0.04327089613330766,^FCHI
2014-10-15,2014-10-17,2,-0.043056329910226086,^FCHI
2003-05-16,2003-05-20,4,-0.042970124369568145,^FCHI
2018-10-10,2018-10-16,6,-0.042925571959398404,^FCHI
2018-10-17,2018-10-25,8,-0.04275259285073406,^FCHI
2006-07-13,2006-07-19,6,-0.04269739033992989,^FCHI
2016-02-11,2016-02-12,1,-0.04221253105396655,^FCHI
2002-02-01,2002-02-07,6,-0.04220795054283365,^FCHI
2014-01-23,2014-01-28,5,-0.042144734714007766,^FCHI
2010-06-29,2010-06-30,1,-0.0417886336242145,^FCHI
2008-12-17,2008-12-29,12,-0.04178078251036381,^FCHI
2002-08-05,2002-08-06,1,-0.04172532380149015,^FCHI
2009-04-20,2009-04-21,1,-0.041274352604717617,^FCHI
2001-04-03,2001-04-04,1,-0.04126298570518585,^FCHI
2016-09-08,2016-09-15,7,-0.04125762462394218,^FCHI
2008-12-11,2008-12-16,5,-0.04072742186699245,^FCHI
2005-04-14,2005-04-19,5,-0.040684879589213345,^FCHI
2008-03-06,2008-03-11,5,-0.040493302852438136,^FCHI
2008-02-04,2008-02-06,2,-0.040453307795050374,^FCHI
2010-11-26,2010-12-01,5,-0.040223669262827756,^FCHI
2014-10-01,2014-10-03,2,-0.03976164400447289,^FCHI
2012-03-05,2012-03-07,2,-0.03974430737102313,^FCHI
2003-02-06,2003-02-11,5,-0.039616706319785165,^FCHI
2017-11-06,2017-11-16,10,-0.039351802595442374,^FCHI
2003-05-07,2003-05-09,2,-0.039150695858435315,^FCHI
2018-02-27,2018-03-05,6,-0.03886272474913812,^FCHI
2018-06-15,2018-06-22,7,-0.03861411005648815,^FCHI
2008-06-18,2008-06-23,5,-0.0383350600473613,^FCHI
2008-06-04,2008-06-09,5,-0.03832908655548848,^FCHI
2015-12-30,2016-01-05,6,-0.03825193659779118,^FCHI
2009-08-31,2009-09-04,4,-0.038217696075483296,^FCHI
2002-12-17,2002-12-20,3,-0.03811882732290858,^FCHI
2011-07-14,2011-07-19,5,-0.03800355065831923,^FCHI
2016-10-31,2016-11-07,7,-0.03794860488898495,^FCHI
2013-04-03,2013-04-08,5,-0.037787390064027294,^FCHI
2009-02-10,2009-02-11,1,-0.03777873613754862,^FCHI
2014-07-30,2014-08-04,5,-0.037752545124943526,^FCHI
2010-08-18,2010-08-23,5,-0.03755822293532404,^FCHI
2001-08-15,2001-08-20,5,-0.03754988608846257,^FCHI
2010-11-19,2010-11-24,5,-0.037187591212946,^FCHI
2001-06-06,2001-06-13,7,-0.03717464589441487,^FCHI
2003-11-17,2003-11-21,4,-0.03697502553290978,^FCHI
2015-06-04,2015-06-10,6,-0.0368848839620578,^FCHI
2012-01-04,2012-01-10,6,-0.03685750302533638,^FCHI
2003-01-07,2003-01-09,2,-0.03675428647340029,^FCHI
2012-10-19,2012-10-24,5,-0.036717856018783565,^FCHI
2012-04-18,2012-04-20,2,-0.03656771116349116,^FCHI
2012-06-21,2012-06-27,6,-0.03654528571019795,^FCHI
2001-06-14,2001-06-19,5,-0.03650133074935758,^FCHI
2018-08-10,2018-08-16,6,-0.03638807441250615,^FCHI
2008-04-08,2008-04-15,7,-0.03625505891997457,^FCHI
2004-04-26,2004-05-03,7,-0.036229847862190294,^FCHI
2002-12-12,2002-12-16,4,-0.03609323322008327,^FCHI
2011-02-21,2011-02-25,4,-0.03599840838868302,^FCHI
2016-01-20,2016-01-21,1,-0.03571184216476098,^FCHI
2009-07-06,2009-07-09,3,-0.03562438418484906,^FCHI
2004-08-06,2004-08-10,4,-0.03561710332215273,^FCHI
2018-03-21,2018-03-27,6,-0.0355266448904798,^FCHI
2014-03-11,2014-03-17,6,-0.03551256608077006,^FCHI
2015-09-22,2015-09-23,1,-0.035449901362663884,^FCHI
2018-10-04,2018-10-09,5,-0.035327148025510444,^FCHI
2009-11-26,2009-11-27,1,-0.0353144359907807,^FCHI
2010-09-27,2010-10-05,8,-0.03522684245255358,^FCHI
2006-05-17,2006-05-19,2,-0.035160385817117445,^FCHI
2007-09-07,2007-09-11,4,-0.03502512623815906,^FCHI
2012-07-04,2012-07-10,6,-0.03500876821781042,^FCHI
2009-11-17,2009-11-23,6,-0.03494325046879493,^FCHI
2018-11-14,2018-11-21,7,-0.034911263408504284,^FCHI
2011-09-16,2011-09-20,4,-0.034845703335174075,^FCHI
2012-03-27,2012-03-30,3,-0.03483404673741389,^FCHI
2002-08-23,2002-08-27,4,-0.03440640066911932,^FCHI
2008-11-17,2008-11-18,1,-0.03439312024042484,^FCHI
2003-07-15,2003-07-22,7,-0.03433739787703409,^FCHI
2018-02-08,2018-02-12,4,-0.034297536993249986,^FCHI
2012-03-19,2012-03-23,4,-0.03420185170981964,^FCHI
2019-11-27,2019-12-04,7,-0.03414971682711922,^FCHI
2015-05-28,2015-06-01,4,-0.03399093504105005,^FCHI
2016-02-23,2016-02-25,2,-0.03382400852322343,^FCHI
2001-10-18,2001-10-22,4,-0.033798200172707064,^FCHI
2001-11-23,2001-11-29,6,-0.03373543572277813,^FCHI
2009-06-22,2009-06-24,2,-0.033442712293884576,^FCHI
2017-06-27,2017-07-03,6,-0.033292223683541,^FCHI
2011-12-06,2011-12-09,3,-0.03327118028244369,^FCHI
2001-05-02,2001-05-07,5,-0.03310298843807061,^FCHI
2003-04-24,2003-04-28,4,-0.03304464642230851,^FCHI
2014-07-04,2014-07-09,5,-0.03297175156304784,^FCHI
2003-02-04,2003-02-05,1,-0.03292824831936442,^FCHI
2006-06-05,2006-06-07,2,-0.032908656591892176,^FCHI
2007-11-07,2007-11-12,5,-0.03259415245074097,^FCHI
2007-11-15,2007-11-20,5,-0.032552786439496946,^FCHI
2002-05-16,2002-05-23,7,-0.032460434202952734,^FCHI
2005-08-22,2005-08-29,7,-0.032367733168030974,^FCHI
2016-05-03,2016-05-09,6,-0.03236743220627185,^FCHI
2006-06-12,2006-06-15,3,-0.03233843061041718,^FCHI
2009-07-02,2009-07-03,1,-0.03227755357206508,^FCHI
2011-11-14,2011-11-16,2,-0.032245613977224745,^FCHI
2007-12-28,2008-01-07,10,-0.03210981232506997,^FCHI
2008-07-01,2008-07-03,2,-0.03187362934125823,^FCHI
2015-09-10,2015-09-15,5,-0.031858803978417394,^FCHI
2015-06-12,2015-06-16,4,-0.0318310972990954,^FCHI
2018-09-04,2018-09-07,3,-0.03181162234905432,^FCHI
2012-04-10,2012-04-11,1,-0.03176589937697706,^FCHI
2018-12-13,2018-12-19,6,-0.031728131083673054,^FCHI
2015-07-24,2015-07-28,4,-0.03146703834033649,^FCHI
2010-01-27,2010-01-29,2,-0.03145114060968662,^FCHI
2015-09-28,2015-09-30,2,-0.031427268890508134,^FCHI
2001-07-16,2001-07-19,3,-0.03140509236666066,^FCHI
2008-06-26,2008-06-30,4,-0.03139725512990471,^FCHI
2003-06-30,2003-07-02,2,-0.031133885571424883,^FCHI
2013-02-04,2013-02-05,1,-0.03104451200057421,^FCHI
2010-07-01,2010-07-02,1,-0.030836250560114853,^FCHI
2019-03-20,2019-03-26,6,-0.030702247741409228,^FCHI
2017-08-09,2017-08-14,5,-0.030699459519163926,^FCHI
2004-03-11,2004-03-12,1,-0.030621774816268345,^FCHI
2001-06-26,2001-06-28,2,-0.03059281216864101,^FCHI
2012-05-08,2012-05-10,2,-0.030584378797362113,^FCHI
2015-11-12,2015-11-17,5,-0.030514801357151754,^FCHI
2009-04-03,2009-04-08,5,-0.030333858431707106,^FCHI
2011-05-20,2011-05-24,4,-0.03025921966764551,^FCHI
2006-05-29,2006-05-31,2,-0.030151561986588943,^FCHI
2003-02-12,2003-02-14,2,-0.03002583610463446,^FCHI
2008-08-12,2008-08-14,2,-0.029992391272516176,^FCHI
2006-06-08,2006-06-09,1,-0.029978648105264297,^FCHI
2003-10-22,2003-10-24,2,-0.02997850583747214,^FCHI
2009-08-14,2009-08-18,4,-0.029954753305702055,^FCHI
2013-02-20,2013-02-22,2,-0.029925502452409464,^FCHI
2010-05-25,2010-05-26,1,-0.029910302438320834,^FCHI
2001-02-01,2001-02-06,5,-0.029662423577256833,^FCHI
2011-06-01,2011-06-03,2,-0.0295272213520041,^FCHI
2010-08-24,2010-08-26,2,-0.02951497829972292,^FCHI
2009-10-30,2009-11-02,3,-0.029473175314936668,^FCHI
2010-11-10,2010-11-15,5,-0.029469286010860362,^FCHI
2011-11-04,2011-11-08,4,-0.02941200608626143,^FCHI
2012-01-27,2012-01-31,4,-0.02940558750963042,^FCHI
2004-07-22,2004-07-27,5,-0.029349162207581027,^FCHI
2001-05-29,2001-05-31,2,-0.029238886614406732,^FCHI
2011-01-05,2011-01-11,6,-0.02919625695362234,^FCHI
2002-04-24,2002-04-30,6,-0.029189470378754415,^FCHI
2001-10-15,2001-10-16,1,-0.029181857705274847,^FCHI
2012-04-23,2012-04-24,1,-0.029115295308678863,^FCHI
2008-06-10,2008-06-12,2,-0.029083679394241967,^FCHI
2012-05-11,2012-05-16,5,-0.029043636361934418,^FCHI
2012-09-26,2012-09-27,1,-0.028982314883230616,^FCHI
2011-05-12,2011-05-18,6,-0.028956401071981035,^FCHI
2013-06-05,2013-06-07,2,-0.028955687960032433,^FCHI
2015-09-04,2015-09-07,3,-0.028898440593535673,^FCHI
2015-08-31,2015-09-02,2,-0.028792426511993294,^FCHI
2016-04-28,2016-05-02,4,-0.028621821694882494,^FCHI
2001-07-24,2001-07-26,2,-0.028575252741051153,^FCHI
2007-11-01,2007-11-06,5,-0.028499801140401012,^FCHI
2017-04-10,2017-04-19,9,-0.028395731648906727,^FCHI
2008-02-07,2008-02-12,5,-0.028309832337951254,^FCHI
2001-01-05,2001-01-11,6,-0.028245844260192454,^FCHI
2002-01-29,2002-01-31,2,-0.0281181967639982,^FCHI
2006-11-22,2006-11-29,7,-0.02808072214709807,^FCHI
2019-05-06,2019-05-08,2,-0.027918169935501877,^FCHI
2016-03-31,2016-04-04,4,-0.02786271701354575,^FCHI
2003-06-23,2003-06-25,2,-0.027817679884493348,^FCHI
2006-09-05,2006-09-08,3,-0.02767340787428956,^FCHI
2012-08-02,2012-08-03,1,-0.027564176736286188,^FCHI
2002-11-25,2002-11-27,2,-0.0274875260248735,^FCHI
2013-02-26,2013-02-27,1,-0.02744681229687078,^FCHI
2014-03-03,2014-03-04,1,-0.02731612883550216,^FCHI
2007-10-18,2007-10-23,5,-0.027314587004250504,^FCHI
2008-07-31,2008-08-05,5,-0.027301934633701785,^FCHI
2007-12-13,2007-12-14,1,-0.027260260621139364,^FCHI
2006-05-22,2006-05-23,1,-0.027229630044406358,^FCHI
2001-02-28,2001-03-05,5,-0.0271710084212114,^FCHI
2008-08-18,2008-08-20,2,-0.02715990738456216,^FCHI
2010-11-16,2010-11-17,1,-0.027048726055940154,^FCHI
2016-08-01,2016-08-04,3,-0.026927966617866263,^FCHI
2012-05-23,2012-05-24,1,-0.026910689959202996,^FCHI
2013-03-21,2013-03-26,5,-0.02690969853029915,^FCHI
2013-08-26,2013-08-29,3,-0.026802687129883946,^FCHI
2012-10-08,2012-10-11,3,-0.02676328143034686,^FCHI
2009-05-21,2009-05-22,1,-0.026717206519006585,^FCHI
2013-08-19,2013-08-22,3,-0.02664069102895974,^FCHI
2007-08-03,2007-08-07,4,-0.026631389005989718,^FCHI
2017-01-26,2017-02-01,6,-0.02645647499003823,^FCHI
2005-10-05,2005-10-10,5,-0.026436066817469763,^FCHI
2003-07-08,2003-07-11,3,-0.026403620198717597,^FCHI
2015-09-18,2015-09-21,3,-0.026299378615739343,^FCHI
2012-11-14,2012-11-19,5,-0.02619986871056165,^FCHI
2003-03-26,2003-03-28,2,-0.026169822223911586,^FCHI
2013-02-06,2013-02-08,2,-0.02570751457746561,^FCHI
2010-04-21,2010-04-23,2,-0.025643153404724714,^FCHI
2005-10-18,2005-10-20,2,-0.02558093081367254,^FCHI
2015-05-11,2015-05-14,3,-0.02556356278936607,^FCHI
2011-11-09,2011-11-11,2,-0.025514107617148656,^FCHI
2019-01-02,2019-01-04,2,-0.025419021142620513,^FCHI
2011-05-03,2011-05-06,3,-0.025360987079408575,^FCHI
2012-04-13,2012-04-16,3,-0.025305008308891253,^FCHI
2001-03-16,2001-03-20,4,-0.02528224740780801,^FCHI
2012-09-28,2012-10-01,3,-0.025187639956298302,^FCHI
2007-06-21,2007-06-28,7,-0.025145173580716187,^FCHI
2013-03-15,2013-03-20,5,-0.024929586240128466,^FCHI
2002-01-07,2002-01-09,2,-0.0248508721280203,^FCHI
2002-08-12,2002-08-13,1,-0.02481839517251098,^FCHI
2016-09-23,2016-09-28,5,-0.024759929932402804,^FCHI
2001-10-25,2001-10-26,1,-0.024643400639629505,^FCHI
2004-03-15,2004-03-16,1,-0.024606568633056686,^FCHI
2002-12-24,2002-12-30,6,-0.024596933203696752,^FCHI
2014-11-03,2014-11-05,2,-0.024534852543951696,^FCHI
2012-08-28,2012-08-31,3,-0.0243971294347624,^FCHI
2002-05-02,2002-05-06,4,-0.02438512902034211,^FCHI
2015-12-18,2015-12-22,4,-0.024294877019153907,^FCHI
2011-10-17,2011-10-19,2,-0.024254055040251594,^FCHI
2011-04-18,2011-04-19,1,-0.024023247845785634,^FCHI
2019-08-14,2019-08-16,2,-0.024020652624880262,^FCHI
2003-09-09,2003-09-11,2,-0.024001116812109022,^FCHI
2019-02-06,2019-02-11,5,-0.023961117081177718,^FCHI
2016-05-31,2016-06-06,6,-0.023885750327011297,^FCHI
2006-11-30,2006-12-04,4,-0.023875523129991576,^FCHI
2010-04-16,2010-04-20,4,-0.02387478507873853,^FCHI
2011-06-22,2011-06-27,5,-0.02383394424666453,^FCHI
2013-05-23,2013-05-27,4,-0.02377527209235318,^FCHI
2011-10-20,2011-10-21,1,-0.023757572917345315,^FCHI
2017-05-16,2017-05-19,3,-0.023615900477009254,^FCHI
2014-09-19,2014-09-24,5,-0.02361463738232877,^FCHI
2012-08-22,2012-08-24,2,-0.023318351936304306,^FCHI
2007-11-21,2007-11-22,1,-0.023299272600373365,^FCHI
2009-12-07,2009-12-10,3,-0.023236734801569982,^FCHI
2002-05-28,2002-05-31,3,-0.023175067643220956,^FCHI
2016-03-23,2016-03-29,6,-0.023121722863597066,^FCHI
2004-06-29,2004-07-05,6,-0.023032205676883084,^FCHI
2008-10-02,2008-10-03,1,-0.02302638448230352,^FCHI
2002-03-11,2002-03-14,3,-0.02296611843898185,^FCHI
2012-05-30,2012-05-31,1,-0.02292092110180398,^FCHI
2008-01-09,2008-01-14,5,-0.022861116051937972,^FCHI
2007-09-14,2007-09-18,4,-0.02285645928121563,^FCHI
2008-05-08,2008-05-12,4,-0.022697692099965347,^FCHI
2008-05-20,2008-05-22,2,-0.022661328384526322,^FCHI
2001-07-10,2001-07-12,2,-0.02265853211464939,^FCHI
2002-01-14,2002-01-15,1,-0.022613471061578114,^FCHI
2012-06-01,2012-06-04,3,-0.02255235258220333,^FCHI
2001-11-20,2001-11-22,2,-0.02252313014395172,^FCHI
2002-12-09,2002-12-10,1,-0.022512345611293862,^FCHI
2016-04-05,2016-04-06,1,-0.022337454117508117,^FCHI
2009-09-23,2009-09-28,5,-0.022078692468889206,^FCHI
2003-08-25,2003-08-27,2,-0.021966617589212287,^FCHI
2007-12-03,2007-12-05,2,-0.021913267726786766,^FCHI
2007-09-05,2007-09-06,1,-0.021826411438106652,^FCHI
2015-05-05,2015-05-06,1,-0.021692576589824476,^FCHI
2003-08-01,2003-08-05,4,-0.02153879855230041,^FCHI
2005-08-11,2005-08-19,8,-0.02152093254992048,^FCHI
2019-05-28,2019-05-30,2,-0.021471199237453734,^FCHI
2014-06-25,2014-07-01,6,-0.021409675359640272,^FCHI
2009-02-12,2009-02-13,1,-0.02138077310070049,^FCHI
2004-10-06,2004-10-13,7,-0.021354222027176687,^FCHI
2001-05-11,2001-05-15,4,-0.02132825831312587,^FCHI
2004-10-22,2004-10-26,4,-0.021281897055403794,^FCHI
2015-04-16,2015-04-20,4,-0.021263382080862404,^FCHI
2007-08-28,2007-08-29,1,-0.021258038907868097,^FCHI
2007-07-17,2007-07-19,2,-0.021253553106503453,^FCHI
2009-12-17,2009-12-21,4,-0.02124352632097849,^FCHI
2008-09-09,2008-09-12,3,-0.02122132299755708,^FCHI
2004-09-22,2004-09-24,2,-0.021136908881725792,^FCHI
2011-04-11,2011-04-13,2,-0.02112308799478193,^FCHI
2002-01-16,2002-01-17,1,-0.020996479917523445,^FCHI
2004-03-22,2004-03-23,1,-0.020925531390194076,^FCHI
2012-11-07,2012-11-09,2,-0.02081774601610906,^FCHI
2018-12-24,2018-12-28,4,-0.020700809205678995,^FCHI
2009-06-02,2009-06-04,2,-0.020674736558187027,^FCHI
2016-10-11,2016-10-14,3,-0.020593737320001346,^FCHI
2010-02-25,2010-02-26,1,-0.020575293607537362,^FCHI
2006-04-11,2006-04-13,2,-0.020568820999359635,^FCHI
2001-08-27,2001-08-29,2,-0.02055527100570137,^FCHI
2010-09-21,2010-09-24,3,-0.02045235819180071,^FCHI
2005-04-26,2005-04-29,3,-0.020440595733836685,^FCHI
2013-06-10,2013-06-13,3,-0.020414799481868657,^FCHI
2004-02-20,2004-02-25,5,-0.020325324207575247,^FCHI
2014-08-06,2014-08-11,5,-0.0202203448076959,^FCHI
2001-01-03,2001-01-04,1,-0.020205681090537924,^FCHI
2019-08-22,2019-08-26,4,-0.02015679734259732,^FCHI
2001-02-13,2001-02-15,2,-0.02008179157705177,^FCHI
2018-06-25,2018-06-27,2,-0.020078095652619893,^FCHI
2008-07-15,2008-07-16,1,-0.02003863062664455,^FCHI
2012-05-03,2012-05-07,4,-0.019966775438364486,^FCHI
2005-10-27,2005-10-31,4,-0.019829820352916482,^FCHI
2001-04-19,2001-04-24,5,-0.019749816940746182,^FCHI
2015-10-12,2015-10-15,3,-0.019698498030400132,^FCHI
2015-09-24,2015-09-25,1,-0.019688316986306416,^FCHI
2003-08-06,2003-08-07,1,-0.019660031347839974,^FCHI
2019-05-09,2019-05-10,1,-0.01965491052950038,^FCHI
2005-06-24,2005-06-28,4,-0.019643464606769138,^FCHI
2007-12-17,2007-12-20,3,-0.019572491822106988,^FCHI
2017-08-23,2017-08-30,7,-0.019537110315178453,^FCHI
2015-01-09,2015-01-12,3,-0.019411046141748753,^FCHI
2012-09-17,2012-09-19,2,-0.019385522613008018,^FCHI
2002-06-07,2002-06-10,3,-0.019379334191857108,^FCHI
2019-05-22,2019-05-24,2,-0.019351223489946716,^FCHI
2011-06-10,2011-06-13,3,-0.01933195082219547,^FCHI
2015-11-20,2015-11-25,5,-0.019307857378853367,^FCHI
2008-05-23,2008-05-26,3,-0.019249015350896508,^FCHI
2013-05-29,2013-05-30,1,-0.01923443156024857,^FCHI
2016-08-12,2016-08-18,6,-0.01917030628807009,^FCHI
2003-12-04,2003-12-09,5,-0.01916747039091057,^FCHI
2013-05-31,2013-06-04,4,-0.019156239324694676,^FCHI
2019-09-23,2019-09-26,3,-0.018999208796270765,^FCHI
2011-06-15,2011-06-17,2,-0.018984204178605357,^FCHI
2017-07-20,2017-07-24,4,-0.018927774531994405,^FCHI
2010-04-07,2010-04-09,2,-0.01874361642075292,^FCHI
2005-09-21,2005-09-23,2,-0.01872174976315727,^FCHI
2011-03-01,2011-03-03,2,-0.018693687501673266,^FCHI
2004-01-29,2004-02-02,4,-0.018663161604719113,^FCHI
2014-06-11,2014-06-17,6,-0.01864942841385313,^FCHI
2001-10-01,2001-10-02,1,-0.018591246975577645,^FCHI
2017-07-27,2017-08-01,5,-0.018585083471761032,^FCHI
2009-08-10,2009-08-12,2,-0.01853594486393069,^FCHI
2014-07-25,2014-07-28,3,-0.018496519210920416,^FCHI
2004-03-18,2004-03-19,1,-0.018401233141451787,^FCHI
2008-07-04,2008-07-07,3,-0.018281817715658698,^FCHI
2004-11-18,2004-11-23,5,-0.0182461562760349,^FCHI
2008-02-15,2008-02-18,3,-0.018202783980477713,^FCHI
2007-07-20,2007-07-23,3,-0.018186491702146774,^FCHI
2013-12-10,2013-12-16,6,-0.018183229777525737,^FCHI
2005-08-03,2005-08-08,5,-0.01815821295326697,^FCHI
2008-04-21,2008-04-23,2,-0.018135123344871926,^FCHI
2018-12-20,2018-12-21,1,-0.018112085149900762,^FCHI
2002-04-11,2002-04-12,1,-0.01807707199673185,^FCHI
2007-01-03,2007-01-08,5,-0.017886525681819528,^FCHI
2019-07-29,2019-07-31,2,-0.017671525011696835,^FCHI
2002-06-26,2002-06-27,1,-0.01763516050445955,^FCHI
2005-10-12,2005-10-14,2,-0.01761891815371811,^FCHI
2004-12-17,2004-12-20,3,-0.017557117741273463,^FCHI
2010-12-22,2010-12-29,7,-0.017544670451790742,^FCHI
2011-03-04,2011-03-08,4,-0.017499110330009875,^FCHI
2013-07-02,2013-07-04,2,-0.01749331863059146,^FCHI
2006-01-17,2006-01-19,2,-0.017474006916997555,^FCHI
2001-02-07,2001-02-08,1,-0.017421335112788778,^FCHI
2004-07-14,2004-07-20,6,-0.017416936986125387,^FCHI
2014-04-10,2014-04-14,4,-0.017405796415198963,^FCHI
2009-06-25,2009-06-29,4,-0.01739749852925944,^FCHI
2004-06-11,2004-06-15,4,-0.017375827082505645,^FCHI
2014-01-31,2014-02-04,4,-0.017348745427916538,^FCHI
2016-03-10,2016-03-11,1,-0.017308906868913322,^FCHI
2002-11-19,2002-11-21,2,-0.01730122497931832,^FCHI
2017-08-17,2017-08-22,5,-0.017296019476414817,^FCHI
2018-08-30,2018-09-03,4,-0.017246977845840478,^FCHI
2007-07-10,2007-07-12,2,-0.017206599659635235,^FCHI
2007-08-01,2007-08-02,1,-0.017116226019226587,^FCHI
2005-03-08,2005-03-11,3,-0.017082876272072504,^FCHI
2006-08-07,2006-08-08,1,-0.01707113600557367,^FCHI
2014-12-30,2014-12-31,1,-0.01705086656884649,^FCHI
2004-05-14,2004-05-18,4,-0.016990161836005577,^FCHI
2009-06-30,2009-07-01,1,-0.016953035634406942,^FCHI
2002-05-09,2002-05-13,4,-0.016909629688003136,^FCHI
2015-03-02,2015-03-04,2,-0.016722520276950762,^FCHI
2009-04-27,2009-04-29,2,-0.01670628483705714,^FCHI
2015-03-09,2015-03-11,2,-0.016689601207984742,^FCHI
2017-01-16,2017-01-20,4,-0.016662657814186937,^FCHI
2011-08-25,2011-08-29,4,-0.01664320495351074,^FCHI
2012-04-30,2012-05-02,2,-0.016642794413125172,^FCHI
2010-02-22,2010-02-24,2,-0.016631613192653258,^FCHI
2001-03-28,2001-03-29,1,-0.01653646762856675,^FCHI
2013-10-02,2013-10-04,2,-0.01650251904904607,^FCHI
2002-05-07,2002-05-08,1,-0.016492846311302375,^FCHI
2019-05-17,2019-05-21,4,-0.016461241957908847,^FCHI
2015-03-25,2015-03-27,2,-0.016317436138211967,^FCHI
2014-01-02,2014-01-03,1,-0.01624458603316974,^FCHI
2012-09-04,2012-09-05,1,-0.01608392994690309,^FCHI
2006-07-31,2006-08-02,2,-0.016025764740880754,^FCHI
2008-06-02,2008-06-03,1,-0.01602157250544408,^FCHI
2011-10-25,2011-10-27,2,-0.016016130575457786,^FCHI
2006-02-28,2006-03-01,1,-0.01601252309118261,^FCHI
2005-01-10,2005-01-13,3,-0.015941964111173882,^FCHI
2007-11-26,2007-11-28,2,-0.015938765427327823,^FCHI
2015-01-14,2015-01-15,1,-0.015873961001693106,^FCHI
2002-01-10,2002-01-11,1,-0.015832007340136043,^FCHI
2004-02-03,2004-02-05,2,-0.015790719004318048,^FCHI
2001-08-02,2001-08-06,4,-0.01577810363763616,^FCHI
2006-10-27,2006-11-01,5,-0.015763452386370946,^FCHI
2014-12-04,2014-12-05,1,-0.015719577605660413,^FCHI
2008-07-08,2008-07-09,1,-0.015665596864665118,^FCHI
2015-10-26,2015-10-28,2,-0.015635752845506407,^FCHI
2013-11-19,2013-11-22,3,-0.01563102524100964,^FCHI
2010-01-15,2010-01-18,3,-0.015524592613263824,^FCHI
2003-06-19,2003-06-20,1,-0.015488598693976327,^FCHI
2009-11-03,2009-11-04,1,-0.015403490531491943,^FCHI
2018-11-08,2018-11-13,5,-0.015366045592389913,^FCHI
2014-11-12,2014-11-13,1,-0.015364129267881829,^FCHI
2003-03-20,2003-03-21,1,-0.015331827809858185,^FCHI
2003-07-25,2003-07-28,3,-0.015289528905779193,^FCHI
2012-02-10,2012-02-13,3,-0.015288446373909347,^FCHI
2002-08-20,2002-08-21,1,-0.015226875038140098,^FCHI
2008-02-20,2008-02-21,1,-0.015172013572583342,^FCHI
2007-10-12,2007-10-17,5,-0.0151387694773157,^FCHI
2004-08-30,2004-09-01,2,-0.015112549949771629,^FCHI
2017-11-30,2017-12-04,4,-0.015105683895831444,^FCHI
2017-12-28,2018-01-03,6,-0.015027802133527057,^FCHI
2018-07-11,2018-07-12,1,-0.01502255069814459,^FCHI
2009-06-08,2009-06-09,1,-0.015013751584758914,^FCHI
2012-12-28,2013-01-02,5,-0.01491886189230716,^FCHI
2018-12-10,2018-12-11,1,-0.014918669897452677,^FCHI
2017-06-05,2017-06-09,4,-0.014915516304175341,^FCHI
2015-11-09,2015-11-10,1,-0.014859999069404526,^FCHI
2017-02-06,2017-02-08,2,-0.014848999152624474,^FCHI
2013-07-05,2013-07-08,3,-0.014774154400072322,^FCHI
2014-10-24,2014-10-28,4,-0.014759365169317314,^FCHI
2008-01-30,2008-02-01,2,-0.014703832885268525,^FCHI
2009-10-16,2009-10-19,3,-0.014690662303823548,^FCHI
2002-09-09,2002-09-10,1,-0.01464140248974876,^FCHI
2019-08-09,2019-08-13,4,-0.01457414966485147,^FCHI
2003-10-06,2003-10-09,3,-0.014551892641102593,^FCHI
2005-03-16,2005-03-17,1,-0.014514626389030448,^FCHI
2006-02-02,2006-02-03,1,-0.014509252036127672,^FCHI
2017-12-13,2017-12-18,5,-0.014425568141432223,^FCHI
2009-07-10,2009-07-13,3,-0.01436084688665266,^FCHI
2011-01-28,2011-01-31,3,-0.01430420331761918,^FCHI
2016-03-15,2016-03-18,3,-0.0142421145277494,^FCHI
2008-08-21,2008-08-22,1,-0.014231313836082116,^FCHI
2015-08-26,2015-08-27,1,-0.014176705738136177,^FCHI
2013-01-30,2013-02-01,2,-0.014133498275691037,^FCHI
2002-03-20,2002-03-22,2,-0.014125347798852468,^FCHI
2010-10-26,2010-10-28,2,-0.014075984308477016,^FCHI
2005-07-07,2005-07-08,1,-0.014057194553803118,^FCHI
2008-07-24,2008-07-25,1,-0.013971972503459976,^FCHI
2010-09-15,2010-09-20,5,-0.01394699287224338,^FCHI
2004-04-14,2004-04-16,2,-0.013916898505928152,^FCHI
2003-06-13,2003-06-16,3,-0.013901835197104369,^FCHI
2015-01-27,2015-01-29,2,-0.013881277439495049,^FCHI
2006-07-11,2006-07-12,1,-0.013855197055124802,^FCHI
2014-03-24,2014-03-25,1,-0.01378280107751317,^FCHI
2006-01-20,2006-01-25,5,-0.013778212080150268,^FCHI
2004-08-11,2004-08-16,5,-0.013765532301423125,^FCHI
2003-11-10,2003-11-12,2,-0.01374517465885289,^FCHI
