Date,Value,YOY (%)
2022-01-01,17963170521079.80,0.80
2021-01-01,17820459342451.20,21.33
2020-01-01,14687743556969.60,2.86
2019-01-01,14279968485748.00,2.77
2018-01-01,13894907485398.90,12.87
2017-01-01,12310409370892.80,9.59
2016-01-01,11233276536744.70,1.55
2015-01-01,11061553079871.50,5.59
2014-01-01,10475682920597.70,9.46
2013-01-01,9570406235659.64,12.17
2012-01-01,8532229986993.65,12.99
2011-01-01,7551500124197.17,24.06
2010-01-01,6087163874510.73,19.32
2009-01-01,5101703073088.97,11.04
2008-01-01,4594307032667.98,29.40
2007-01-01,3550342737009.53,29.00
2006-01-01,2752131773358.92,20.39
2005-01-01,2285965892364.20,16.91
2004-01-01,1955347004965.69,17.77
2003-01-01,1660287965663.89,12.90
2002-01-01,1470550015077.93,9.79
2001-01-01,1339395718862.89,10.57
2000-01-01,1211346869600.41,10.73
1999-01-01,1093997267277.10,6.31
1998-01-01,1029043097558.91,7.01
1997-01-01,961603952954.23,11.33
1996-01-01,863746717507.40,17.59
1995-01-01,734547898224.10,30.16
1994-01-01,564324670008.24,26.89
1993-01-01,444731282435.52,4.17
1992-01-01,426915712715.86,11.36
1991-01-01,383373318083.62,6.24
1990-01-01,360857912565.97,3.76
1989-01-01,347768051311.74,11.34
1988-01-01,312353631207.82,14.43
1987-01-01,272972974764.57,-9.24
1986-01-01,300758100107.25,-2.82
1985-01-01,309488028132.65,19.06
1984-01-01,259946510957.14,12.68
1983-01-01,230686747153.26,12.48
1982-01-01,205089699858.78,4.71
1981-01-01,195866382432.54,2.47
1980-01-01,191149211575.00,7.22
1979-01-01,178280594413.04,19.22
1978-01-01,149540752829.27,-14.52
1977-01-01,174938098826.57,13.64
1976-01-01,153940455341.51,-5.81
1975-01-01,163431551779.76,17.96
1974-01-01,144182133387.72,4.07
1973-01-01,138544284708.96,21.86
1972-01-01,113687586299.05,13.91
1971-01-01,99800958648.14,7.77
1970-01-01,92602973434.07,16.18
1969-01-01,79705906247.46,12.51
1968-01-01,70846535055.65,-2.79
1967-01-01,72881631326.67,-5.00
1966-01-01,76720285969.62,8.92
1965-01-01,70436266146.72,17.97
1964-01-01,59708343488.50,17.75
1963-01-01,50706799902.51,7.41
1962-01-01,47209359005.61,-5.69
1961-01-01,50056868957.67,-16.18
1960-01-01,59716467625.31,
