Date,Value,YOY (%)
2022-01-01,7346100.00,-0.90
2021-01-01,7413100.00,-0.91
2020-01-01,7481000.00,-0.36
2019-01-01,7507900.00,0.74
2018-01-01,7452600.00,0.80
2017-01-01,7393200.00,0.77
2016-01-01,7336600.00,0.62
2015-01-01,7291300.00,0.85
2014-01-01,7229500.00,0.70
2013-01-01,7178900.00,0.40
2012-01-01,7150100.00,1.11
2011-01-01,7071600.00,0.67
2010-01-01,7024200.00,0.74
2009-01-01,6972800.00,0.22
2008-01-01,6957800.00,0.60
2007-01-01,6916300.00,0.86
2006-01-01,6857100.00,0.64
2005-01-01,6813200.00,0.44
2004-01-01,6783500.00,0.78
2003-01-01,6730800.00,-0.20
2002-01-01,6744100.00,0.44
2001-01-01,6714300.00,0.74
2000-01-01,6665000.00,0.89
1999-01-01,6606500.00,0.96
1998-01-01,6543700.00,0.84
1997-01-01,6489300.00,0.84
1996-01-01,6435500.00,4.54
1995-01-01,6156100.00,2.00
1994-01-01,6035400.00,2.28
1993-01-01,5901000.00,1.73
1992-01-01,5800500.00,0.84
1991-01-01,5752000.00,0.83
1990-01-01,5704500.00,0.32
1989-01-01,5686200.00,1.04
1988-01-01,5627600.00,0.84
1987-01-01,5580500.00,1.01
1986-01-01,5524600.00,1.25
1985-01-01,5456200.00,1.08
1984-01-01,5397900.00,0.99
1983-01-01,5345100.00,1.53
1982-01-01,5264500.00,1.56
1981-01-01,5183400.00,2.38
1980-01-01,5063100.00,2.71
1979-01-01,4929700.00,5.62
1978-01-01,4667500.00,1.83
1977-01-01,4583700.00,1.45
1976-01-01,4518000.00,1.26
1975-01-01,4461600.00,5.19
1974-01-01,4377800.00,3.21
1973-01-01,4241600.00,2.86
1972-01-01,4123600.00,1.94
1971-01-01,4045300.00,2.18
1970-01-01,3959000.00,2.46
1969-01-01,3863900.00,1.61
1968-01-01,3802700.00,2.15
1967-01-01,3722800.00,2.56
1966-01-01,3629900.00,0.89
1965-01-01,3597900.00,2.66
1964-01-01,3504600.00,2.45
1963-01-01,3420900.00,3.50
1962-01-01,3305200.00,4.33
1961-01-01,3168100.00,3.01
1960-01-01,3075605.00,
