Date,Value,YOY (%)
2022-01-01,7.45,-5.22
2021-01-01,7.86,-1.87
2020-01-01,8.01,-5.09
2019-01-01,8.44,-6.43
2018-01-01,9.02,-4.14
2017-01-01,9.41,-6.27
2016-01-01,10.04,-3.00
2015-01-01,10.35,0.58
2014-01-01,10.29,3.73
2013-01-01,9.92,5.53
2012-01-01,9.40,6.70
2011-01-01,8.81,-0.68
2010-01-01,8.87,1.49
2009-01-01,8.74,23.80
2008-01-01,7.06,-7.83
2007-01-01,7.66,-9.35
2006-01-01,8.45,-0.47
2005-01-01,8.49,-4.71
2004-01-01,8.91,7.22
2003-01-01,8.31,-4.48
2002-01-01,8.70,1.05
2001-01-01,8.61,-15.75
2000-01-01,10.22,-14.69
1999-01-01,11.98,-0.83
1998-01-01,12.08,-3.90
1997-01-01,12.57,1.62
1996-01-01,12.37,4.48
1995-01-01,11.84,-5.96
1994-01-01,12.59,11.22
1993-01-01,11.32,10.87
1992-01-01,10.21,11.83
1991-01-01,9.13,
