Quarter,000001.SS,^BSESN,^BVSP,^FCHI,^FTLC,^GDAXI,^GSPC,^HSI,^N225,^SSMI
Q1 1998,0.014957708978619200,0.0342046976153584,0.0245788782523563,0.0153910150787037,0.0079057534988196,0.0110649904991486,0.0024906793143211,0.0129945126155541,0.0132349290351412,0.0127539248981694
Q1 1999,0.014906806900123000,0.0348820506894604,0.0210743956824444,0.0139551533465323,0.0074170717777328,0.0113067853246351,0.0024906793143211,0.0175334532306949,0.014194887410651,0.0113067853246351
Q1 2000,0.051829517971019,0.0305694754785532,0.0201337457705315,0.0122722344290393,0.006192246325636,0.0115484068411746,0.0027387284930973,0.0177706681793716,0.0129945126155541,0.0100960722895504
Q1 2001,0.0673790467730239,0.027356794963026,0.0137152491174286,0.0100960722895504,0.0064375693345553,0.0113067853246351,0.0032342753349741,0.0158682847827835,0.0203691522118991,0.0057010612896968
Q1 2002,0.0594796911843957,0.0250434346529397,0.0110649904991486,0.0122722344290393,0.0064375693345553,0.0122722344290393,0.003481773633148,0.0122722344290393,0.0175334532306949,0.0044699400431826
Q1 2003,0.0475062472117366,0.0213091524276201,0.0100960722895504,0.0117898553383395,0.006192246325636,0.0127539248981694,0.0027387284930973,0.009610565745902,0.0127539248981694,0.0032342753349741
Q1 2004,0.0314818884796916,0.0175334532306949,0.007172463996738,0.0103385632618342,0.0047165265205859,0.0120311311049425,0.0019940278469181,0.0057010612896968,0.007172463996738,0.0022424458721626
Q1 2005,0.0208394769056701,0.0127539248981694,0.0086374459977134,0.0086374459977134,0.0024906793143211,0.0100960722895504,0.0017454249180117,0.003481773633148,0.0044699400431826,0.0012476630625266
Q1 2006,0.0172960722619646,0.0086374459977134,0.0086374459977134,0.0074170717777328,0.0022424458721626,0.0083937254420483,0.0019940278469181,0.0027387284930973,0.0044699400431826,0.0007491577235239
Q1 2007,0.0151521276336172,0.0066827130792792,0.0074170717777328,0.0074170717777328,0.0022424458721626,0.0066827130792792,0.003481773633148,0.0019940278469181,0.0037290889380929,0.0007491577235239
Q1 2008,0.0059467437463482,0.0059467437463482,0.0076615015110583,0.0069276778651612,0.0039762215651983,0.007172463996738,0.0074170717777328,0.0029865937273256,0.0059467437463482,0.0022424458721626
Q1 2009,0.0039762215651983,0.0054551986478605,0.0103385632618342,0.0098534065489688,0.0086374459977134,0.0081498280423168,0.0122722344290393,0.0039762215651983,0.0059467437463482,0.0027387284930973
Q1 2010,0.0028189825884574,0.0059126783408636,0.0076803640919662,0.009266816545512,0.0097437370544906,0.0079057534988196,0.0107933447850385,0.0020685726547728,0.006085474788626,0.0022965367592946
Q1 2011,0.0023953447334685,0.0066096789758918,0.0085566965791583,0.0105601685124718,0.0097608320162847,0.0074904193789744,0.009322572350721,0.0017205544430514,0.0060631589247026,0.0020985300112734
Q1 2012,0.0023757056178341,0.0083302072151314,0.0085078574040731,0.0105676053288912,0.0088475862083798,0.0070745709631674,0.0081920105606163,0.0014966367639916,0.0060176879046549,0.0019804986654496
Q1 2013,0.0024899423339743,0.0099207152879403,0.0070679132001965,0.0110539363298098,0.0076901858973525,0.0066827130792792,0.006075384961466,0.001347274829472,0.0052807480944057,0.0019345092677736
Q1 2014,0.0031073118935878,0.0106919236158833,0.0070618427718154,0.010247649609246,0.0041105604133233,0.005799355877323,0.0045950067387829,0.0012725687915129,0.0043378429644278,0.0018057629394563
Q1 2015,0.0041586859982765,0.0143949830938516,0.0081785927513702,0.0099632344642384,0.0025266826711707,0.0048890290884908,0.0036633950950781,0.0018200252306777,0.0038121458632356,0.0018685562193665
Q1 2016,0.0043329567908914,0.022212674947067,0.0096509866095761,0.0091310722254505,0.0023421610663494,0.0042478568374824,0.003285076923629,0.0021289864699711,0.0034737822996984,0.0018491745044022
Q1 2017,0.004332635979023,0.0240671352879713,0.0088462227174965,0.007719160993084,0.0018316116506351,0.0037290889380929,0.0028052239869951,0.0016681363379136,0.0029663995879571,0.0015943480271909
Q1 2018,0.0045512103477269,0.0228567445431775,0.0075467883476223,0.0068011513831516,0.002670855729318,0.0030856883877974,0.0022751288994893,0.0013646316286664,0.0026727405810866,0.0016508425773102
Q1 2019,0.0046222286356405,0.0223271315746598,0.0076874983672059,0.0061263219842382,0.006067015009745210,0.0026147269166845,0.0021313066116404,0.0014170650434155,0.006067015009745210,0.0016098409444769
Q2 1998,0.014957708978619200,0.0342046976153584,0.0245788782523563,0.0153910150787037,0.0079057534988196,0.0110649904991486,0.0024906793143211,0.0129945126155541,0.0132349290351412,0.0127539248981694
Q2 1999,0.014906806900123000,0.0348820506894604,0.0210743956824444,0.0139551533465323,0.0074170717777328,0.0113067853246351,0.0024906793143211,0.0175334532306949,0.014194887410651,0.0113067853246351
Q2 2000,0.051829517971019,0.0305694754785532,0.0201337457705315,0.0122722344290393,0.006192246325636,0.0115484068411746,0.0027387284930973,0.0177706681793716,0.0129945126155541,0.0100960722895504
Q2 2001,0.0673790467730239,0.027356794963026,0.0137152491174286,0.0100960722895504,0.0064375693345553,0.0113067853246351,0.0032342753349741,0.0158682847827835,0.0203691522118991,0.0057010612896968
Q2 2002,0.0594796911843957,0.0250434346529397,0.0110649904991486,0.0122722344290393,0.0064375693345553,0.0122722344290393,0.003481773633148,0.0122722344290393,0.0175334532306949,0.0044699400431826
Q2 2003,0.0475062472117366,0.0213091524276201,0.0100960722895504,0.0117898553383395,0.006192246325636,0.0127539248981694,0.0027387284930973,0.009610565745902,0.0127539248981694,0.0032342753349741
