Open,High,Low,Close,Adj Close,Volume,date,price_change,volume_change,volatility
17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,1927-12-30,,0.0,
17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,1928-01-03,0.005662535805988744,0.0,
17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,1928-01-04,-0.0022523037731887463,0.0,
17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,1928-01-05,-0.009593684135519531,0.0,
17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,1928-01-06,0.006267841318150724,0.0,
17.5,17.5,17.5,17.5,17.5,0,1928-01-09,-0.009060014088027035,0.0,
17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,1928-01-10,-0.007428523472377213,0.0,
17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,1928-01-11,-0.0011514367758980182,0.0,
17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,1928-01-12,0.006916364798062347,0.0,
17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,1928-01-13,0.006296543484548112,0.0,
17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,1928-01-16,-0.016495961856499042,0.0,
17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,1928-01-17,0.0005782718914852936,0.0,
17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,1928-01-18,-0.002312081499577401,0.0,
17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,1928-01-19,0.006952429333341836,0.0,
17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,1928-01-20,0.005753762157564735,0.0,
17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,1928-01-23,0.009153309588224356,0.0,
17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,1928-01-24,0.003968236805342196,0.0,
17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,1928-01-25,-0.010728325044102704,0.0,
17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,1928-01-26,0.006278464619228208,0.0,
17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,1928-01-27,0.003403367903983767,0.0,
17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,1928-01-30,-0.011305865285555106,0.0,
17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,1928-01-31,0.004574038007602477,0.0,
17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,1928-02-01,-0.0022765514441354107,0.0,
17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,1928-02-02,0.005704419292879681,0.0,
17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,1928-02-03,-0.01304591906891095,0.0,
