price,volume,date,price_change,volume_change,volatility
3050.52587890625,128600,2011-04-15,0.002593432703988041,-0.0061823802163832875,195.33065621414056
3057.3291015625,137400,2011-04-18,0.002230180279175098,0.06842923794712297,194.89211409990506
2999.041015625,141800,2011-04-19,-0.019065034872337017,0.03202328966521106,194.2984951791356
3007.037109375,119800,2011-04-20,0.002666216870106375,-0.155148095909732,193.47037763382392
3026.6669921875,121600,2011-04-21,0.006527981564078633,0.015025041736226985,192.65023843939355
3010.51708984375,118600,2011-04-22,-0.0053358702445417405,-0.024671052631578982,191.74251827485168
2964.950927734375,117400,2011-04-25,-0.0151356596722525,-0.010118043844856706,190.71849192088055
2938.98095703125,95200,2011-04-26,-0.008758988373196996,-0.18909710391822832,189.8108566619681
2925.407958984375,105400,2011-04-27,-0.004618266754809253,0.1071428571428572,188.66019332803705
2887.04296875,105200,2011-04-28,-0.013114406869835116,-0.00189753320683117,187.52021902510552
2911.510009765625,87600,2011-04-29,0.008474775498827691,-0.16730038022813687,186.18154241516143
2932.18798828125,96400,2011-05-03,0.007102149209952335,0.10045662100456632,184.8490666784934
2866.01708984375,111400,2011-05-04,-0.022567072337093652,0.15560165975103724,183.34474290428966
2872.404052734375,91000,2011-05-05,0.0022285152845942235,-0.1831238779174147,182.11055376301414
2863.885986328125,91000,2011-05-06,-0.0029654833546628456,0.0,181.75118505657673
2872.4599609375,81600,2011-05-09,0.002993825400279926,-0.10329670329670326,181.40979046336366
2890.634033203125,81200,2011-05-10,0.00632700629870353,-0.004901960784313708,180.8394527528969
2883.419921875,92400,2011-05-11,-0.002495684768552664,0.13793103448275867,180.4253014497069
2844.0830078125,100200,2011-05-12,-0.013642450676043194,0.0844155844155845,180.01019639184264
2871.031005859375,93200,2011-05-13,0.00947510954246078,-0.06986027944111772,179.70137658613353
2849.06689453125,84600,2011-05-16,-0.007650252220647968,-0.09227467811158796,179.57067593473155
