price,volume,date,price_change,volume_change,volatility
10524.259765625,147800000,2009-08-10,0.01077304590704542,0.05195729537366556,1655.2624150833585
10585.4599609375,135300000,2009-08-11,0.005815154383816745,-0.08457374830852504,1638.2970047726446
10435.0,124100000,2009-08-12,-0.014213833077894367,-0.08277900960827789,1620.5953297736905
10517.1904296875,125900000,2009-08-13,0.007876418752994718,0.01450443190975026,1605.4956970909436
10597.330078125,142600000,2009-08-14,0.007619872338840983,0.13264495631453532,1591.8680235564718
10268.6103515625,134000000,2009-08-17,-0.0310191080337342,-0.060308555399719466,1577.3829399116112
10284.9599609375,126600000,2009-08-18,0.0015921929857345418,-0.055223880597014885,1559.5281785744394
10204.0,138100000,2009-08-19,-0.007871684600133322,0.0908372827804107,1542.4733659762503
10383.41015625,137000000,2009-08-20,0.017582335971187746,-0.007965242577842147,1525.1424092979923
10238.2001953125,154300000,2009-08-21,-0.013984804486423474,0.1262773722627737,1504.4327669962079
10581.0498046875,122500000,2009-08-24,0.03348729296502451,-0.20609202851587816,1485.672691055192
10497.3603515625,127000000,2009-08-25,-0.007909371439488444,0.03673469387755102,1469.2312230007985
10639.7099609375,132100000,2009-08-26,0.013560514701566051,0.04015748031496069,1453.681546465208
10473.9697265625,138700000,2009-08-27,-0.015577514329196629,0.04996214988644976,1436.7013294051949
10534.1396484375,130200000,2009-08-28,0.0057447103100181085,-0.06128334534967561,1418.0968156031938
10492.5302734375,152400000,2009-08-31,-0.003949954755552487,0.17050691244239635,1402.1965402434332
10280.4599609375,138100000,2009-09-02,-0.0202115511676787,-0.09383202099737531,1385.519450141179
10214.6396484375,117500000,2009-09-03,-0.0064024676668258396,-0.14916727009413466,1369.3969404432244
10187.1103515625,131300000,2009-09-04,-0.0026950825308077464,0.11744680851063838,1353.8037304017116
10320.9404296875,97100000,2009-09-07,0.013137197252847344,-0.26047220106626046,1336.1277676604714
10393.23046875,118000000,2009-09-08,0.007004210474324868,0.21524201853759006,1319.4576997134436
10312.1396484375,140800000,2009-09-09,-0.007802272888715489,0.1932203389830509,1302.5074118306477
10513.669921875,133400000,2009-09-10,0.019543012440491614,-0.05255681818181823,1285.8299550866423
10444.330078125,189300000,2009-09-11,-0.006595208358760596,0.41904047976011993,1265.055331408763
