price,volume,date,price_change,volume_change,volatility
12942.2001953125,286500200,2004-09-09,-0.00825747863959414,-0.2201444841252559,693.1090475318674
13003.990234375,337555600,2004-09-10,0.004774307160298807,0.17820371504103671,689.789748684399
13139.5703125,267778200,2004-09-13,0.010426036599643362,-0.2067137976677027,686.8569738907946
13148.0595703125,232067000,2004-09-14,0.0006460833657873088,-0.1333611175218894,682.9491139817108
13084.400390625,248985600,2004-09-15,-0.004841716707097876,0.07290394584322635,676.5716903083996
13209.83984375,329039800,2004-09-16,0.009586947004073476,0.32152140525395856,671.231560877683
13224.9296875,892766000,2004-09-17,0.0011423184481029747,1.7132462395126669,666.77592140554
13221.330078125,464480800,2004-09-20,-0.0002721836304658831,-0.4797283946745283,662.8287938285503
13304.48046875,416891800,2004-09-21,0.0062891093508492535,-0.10245633404007226,659.7121265925732
13272.23046875,569692000,2004-09-22,-0.0024239954409155384,0.3665224405948977,655.719343353995
13280.4296875,371459600,2004-09-23,0.0006177724813705154,-0.34796416309163547,650.7209552445433
13066.83984375,404185600,2004-09-24,-0.016083052188517577,0.08810110170796492,643.7295669491219
13021.900390625,318864400,2004-09-27,-0.003439198280714706,-0.21109411122019195,637.0970291733136
12950.7998046875,299312200,2004-09-28,-0.005460077546645015,-0.0613182280618344,633.1484250394884
13120.0302734375,360964200,2004-09-30,0.013067182822851464,0.20597890764225446,629.59237688644
13359.25,546654200,2004-10-04,0.01823316879434489,0.5144277465743141,627.0514192394867
13331.099609375,307410200,2004-10-05,-0.002107183459026496,-0.4376514440024425,622.9945956149529
13271.5703125,269407600,2004-10-06,-0.004465445358546205,-0.12362179264058248,619.2688141247189
13321.73046875,204195000,2004-10-07,0.0037795193084841916,-0.24205924405992996,618.0239069136593
13241.4599609375,391198400,2004-10-08,-0.006025531592971145,0.9158079286956096,616.7124481655246
13305.1298828125,276751600,2004-10-11,0.004808376271410175,-0.29255436627552667,616.3459642579677
13251.58984375,271624600,2004-10-12,-0.004024014762280759,-0.018525638153492174,615.6117678906837
13171.580078125,386337600,2004-10-13,-0.006037748418748157,0.4223218368292121,614.467304603937
13035.3798828125,281154800,2004-10-14,-0.010340459876844843,-0.27225618215778113,613.2214798874735
13059.4296875,190253600,2004-10-15,0.0018449638525079859,-0.3233137047633545,612.634654076722
13034.740234375,158319600,2004-10-18,-0.0018905460434180954,-0.16784964909993816,612.0484824394563
13154.5498046875,190995000,2004-10-19,0.009191557956524488,0.20638884888541909,611.3570280625479
12999.1298828125,266327800,2004-10-20,-0.01181491758992903,0.39442289065158764,610.9646414099179
13015.2001953125,243030600,2004-10-21,0.0012362606301248302,-0.08747565969455684,610.4882976008314
12818.099609375,434971800,2004-10-25,-0.015143876619622576,0.7897820274483953,609.641973667635
12852.349609375,281120200,2004-10-26,0.0026720029523681355,-0.35370476890685787,609.1739318069549
12838.7099609375,240927400,2004-10-27,-0.0010612571904791146,-0.14297371729246067,608.944641405293
13113.150390625,412756200,2004-10-28,0.02137601289557134,0.713197419637617,609.3374575539659
13054.66015625,409074800,2004-10-29,-0.004460425804070467,-0.00891906650947949,607.4770400691561
13094.25,198432400,2004-11-01,0.0030326215524687505,-0.5149239210041783,605.6793845394075
13308.740234375,386278000,2004-11-02,0.016380490243809387,0.9466478256575035,604.7205203060333
13397.669921875,352714000,2004-11-03,0.006682051489013574,-0.08689078849947451,605.7213501640567
13369.08984375,308467600,2004-11-04,-0.002133212587834832,-0.12544554511587291,606.6689500410913
13494.9501953125,362388800,2004-11-05,0.009414279732837594,0.17480344775269763,608.2700409528728
13561.490234375,258320800,2004-11-08,0.004930736171639527,-0.2871722304883595,610.3491605897848
13516.669921875,256349200,2004-11-09,-0.0033049695664265633,-0.007632370293061963,612.5786201570551
13672.3701171875,388797000,2004-11-10,0.011519123882763438,0.5166694493292743,615.7980452231478
13624.509765625,431508800,2004-11-11,-0.0035005160884530317,0.10985630033153537,618.6550963408789
13784.4599609375,432967600,2004-11-12,0.011739886283179013,0.0033806958282194266,621.8392064728314
13932.2197265625,458188400,2004-11-15,0.010719300287695077,0.058251010006291404,626.257702434501
13746.080078125,559131000,2004-11-16,-0.013360372725289116,0.22030806541588577,629.0240829940757
13824.98046875,469039200,2004-11-17,0.005739846572737406,-0.16112825080347892,631.6758156097434
13799.8203125,346010400,2004-11-18,-0.0018199053739621496,-0.26229961163160775,633.9142719647521
13787.6796875,289249800,2004-11-19,-0.0008797668900806244,-0.16404304610497256,636.9437686781466
13800.599609375,296837200,2004-11-22,0.0009370628102647327,0.026231305950773276,639.9126214429082
14023.2900390625,429572800,2004-11-23,0.016136286537595135,0.4471663255144571,643.6709207222913
13997.01953125,435074800,2004-11-24,-0.0018733483896662406,0.012808073509309681,647.2314244544108
13926.6103515625,357165400,2004-11-25,-0.00503029802382593,-0.1790712769390459,649.4086280859262
13895.0302734375,396691400,2004-11-26,-0.0022676069285917366,0.11066581477377158,651.101424062975
14066.91015625,314580200,2004-11-29,0.012369881852008158,-0.20699011876738438,653.9494796672944
14060.0498046875,764496200,2004-11-30,-0.0004876942758784697,1.4302108015698383,656.6599260808149
14162.7998046875,337997600,2004-12-01,0.007307939973707933,-0.557881909681173,660.8828029928386
14261.7900390625,456472000,2004-12-02,0.006989453761977016,0.3505184652198714,666.1626056220099
14211.83984375,419050000,2004-12-03,-0.003502379096571251,-0.08198093201773604,670.8138077561667
14256.8603515625,308151000,2004-12-06,0.0031678169967768177,-0.26464383725092466,676.5548422209622
14235.7802734375,364373400,2004-12-07,-0.001478591892266734,0.1824508114528267,682.3166331777413
14022.3203125,400511600,2004-12-08,-0.014994609135390635,0.09917902898510156,686.2217591581089
14008.8203125,420998600,2004-12-09,-0.0009627507929601542,0.05115207649416398,689.8265488247032
13901.8095703125,317600600,2004-12-10,-0.007638811820008473,-0.24560176684673063,692.6007329972086
13886.16015625,315237000,2004-12-13,-0.0011257105762633168,-0.007442051431892804,695.1334516830111
14043.51953125,421605800,2004-12-14,0.0113321014037977,0.3374248581226189,698.1633595394075
14078.5400390625,437598000,2004-12-15,0.002493713042130974,0.03793164135787497,702.0224700562109
14024.6298828125,290367800,2004-12-16,-0.003829243380380376,-0.33645080644792713,705.4411533114711
13992.4404296875,236586000,2004-12-17,-0.0022952087430448964,-0.18521957324469174,708.9021367125006
14214.0400390625,318387000,2004-12-20,0.015837095072052998,0.3457558773553804,713.9080682916803
14180.7900390625,217445800,2004-12-21,-0.0023392364105224717,-0.3170393263544051,718.4498465806158
14151.080078125,200206000,2004-12-22,-0.0020950850309228164,-0.07928320528609889,722.0040614960327
14235.2998046875,187791800,2004-12-23,0.005951469859370562,-0.06200713265336699,725.8312447999637
14194.900390625,102238400,2004-12-24,-0.0028379742342481418,-0.45557580256432917,729.426851007167
14196.9501953125,228455200,2004-12-28,0.00014440430232642854,1.234534186763486,733.3563912988716
14266.3798828125,201245000,2004-12-29,0.004890464962180596,-0.11910518998910946,737.9881004066161
14163.5498046875,230151200,2004-12-30,-0.007207860646475939,0.14363686054311908,741.6374271946031
14230.1396484375,149751400,2004-12-31,0.004701493952311342,-0.34933469823316154,745.7529633100218
14237.419921875,145563000,2005-01-03,0.0005116094161661255,-0.02796902065690199,749.8489506512354
14045.900390625,397498200,2005-01-04,-0.013451842560023186,1.7307639990931762,752.7693684383808
13764.3603515625,530200600,2005-01-05,-0.020044285608804113,0.33384402746981,754.2835491044912
13712.0400390625,418761600,2005-01-06,-0.0038011437628527878,-0.21018271197731575,755.8374596994176
13574.8603515625,571206400,2005-01-07,-0.010004323726389819,0.36403719920833244,756.8989006322336
13531.3896484375,317377800,2005-01-10,-0.003202294682906004,-0.44437282215325313,757.7986203496973
13509.25,340797200,2005-01-11,-0.0016361696036191198,0.07379029031016038,758.5254142602977
13565.3095703125,336973200,2005-01-12,0.004149717438977074,-0.011220749466251512,759.3665420026585
13573.2802734375,396311200,2005-01-13,0.000587579891464074,0.17609115502360417,759.8945378032065
13494.7802734375,473364600,2005-01-14,-0.005783421429352065,0.19442650119401117,760.2534270696749
13621.650390625,261016000,2005-01-17,0.009401421484218186,-0.4485941703287487,760.9195585577334
13604.2197265625,289845400,2005-01-18,-0.0012796293813630566,0.1104507003402091,761.6870263783323
13678.6298828125,304025000,2005-01-19,0.005469637931877269,0.04892125250219603,762.84765634088
13543.58984375,460342600,2005-01-20,-0.009872336646244095,0.5141603486555382,763.6474840835939
13481.01953125,476200200,2005-01-21,-0.004619920805477906,0.03444738766301447,764.143900070123
13386.990234375,450783600,2005-01-24,-0.006974939592441998,-0.05337377010761435,763.637358325984
13584.0595703125,319826200,2005-01-25,0.01472095911681981,-0.2905105687074685,763.0126652012347
13623.6796875,365578200,2005-01-26,0.0029166625030185855,0.1430526954952409,762.6190918875891
13628.91015625,374447400,2005-01-27,0.00038392481840276993,0.024260746401180366,762.0994229809927
13650.0595703125,268381200,2005-01-28,0.0015518052302077034,-0.28326061283907966,762.7760209907799
13721.6904296875,352642200,2005-01-31,0.005247659104051783,0.31396014325891675,763.9473786382885
13578.259765625,407254000,2005-02-01,-0.010452842147799846,0.15486461915221716,764.6755332093212
13555.7998046875,321787800,2005-02-02,-0.0016541118910068375,-0.20985969444130692,765.6188474476903
13515.330078125,404907400,2005-02-03,-0.0029854178392709763,0.25830562874043084,766.3903857846989
13585.169921875,425729600,2005-02-04,0.005167453798486044,0.05142459732768523,767.3749601735404
13795.0,383247000,2005-02-07,0.015445524739968741,-0.0997877526016514,769.1767243584827
13845.6298828125,218206400,2005-02-08,0.003670161856651033,-0.43063768274767966,770.887344392223
14017.23046875,425991600,2005-02-14,0.012393844656393593,0.9522415474523205,772.784358874049
13995.830078125,304097400,2005-02-15,-0.0015267203227278259,-0.28614226196009496,774.7404227139796
14015.490234375,302049600,2005-02-16,0.0014047152716385458,-0.006734026663825499,776.7657630714679
13967.8203125,256355000,2005-02-17,-0.0034012311433875286,-0.15128177623807482,778.2203158981257
14087.8701171875,323290800,2005-02-18,0.008594741484472479,0.2611058883189328,779.9011926049694
14111.650390625,282806200,2005-02-21,0.0016879963571276857,-0.1252265761970337,781.3320214586083
14090.51953125,296063200,2005-02-22,-0.0014974052495686507,0.04687662434557649,782.7069560706601
13957.9404296875,357029600,2005-02-23,-0.009409099591286552,0.2059236000961957,782.8529973749467
14060.91015625,301496800,2005-02-24,0.007377143288525012,-0.15554116521431272,783.8293795834282
14157.08984375,418029600,2005-02-25,0.006840217769064516,0.386514218393031,785.3524245878867
14195.349609375,398278800,2005-02-28,0.0027025162690403892,-0.04724737195643558,787.5428661136893
14061.150390625,274503200,2005-03-01,-0.009453745236494338,-0.3107762702910625,788.9783878479735
13850.7802734375,375846200,2005-03-02,-0.014961088626700092,0.369186953011841,789.926111206134
13892.3701171875,277068800,2005-03-03,0.003002707640215707,-0.26281335290871644,790.809301125678
13730.7802734375,395828200,2005-03-04,-0.011631553319334853,0.42862783539684,790.0630570866025
13771.9501953125,250703400,2005-03-07,0.0029983672489934943,-0.3666358283720058,789.4213730525789
13881.7099609375,303182800,2005-03-08,0.007969805588053713,0.2093286329583086,790.0496581702714
13941.4697265625,299302800,2005-03-09,0.004304928268431096,-0.012797559756028365,791.8130202274414
13856.01953125,482474800,2005-03-10,-0.006129209974877536,0.6119956111336078,793.1804398820791
13890.9296875,350892600,2005-03-11,0.002519493868442302,-0.27272346659348845,794.690450455695
13906.849609375,286057800,2005-03-14,0.0011460659749307212,-0.18477106670246113,795.9522534775219
13816.75,316214000,2005-03-15,-0.0064787936812275015,0.10541995358979905,797.2552060297534
13832.51953125,344711200,2005-03-16,0.001141334340564848,0.09011998203748095,798.9076022531311
13817.990234375,340115800,2005-03-17,-0.001050372409898026,-0.013331159532965597,800.6090328988985
13828.3701171875,281040800,2005-03-18,0.0007511861447606627,-0.17369084294231552,802.3290505176221
13834.349609375,170979400,2005-03-21,0.00043240758938534185,-0.39162071841526214,804.0495592169717
13776.4697265625,264343800,2005-03-22,-0.004183780549631089,0.5460564255109095,805.5253542631755
13603.6103515625,386965600,2005-03-23,-0.012547436203246498,0.4638724267412362,806.4114161852278
13597.099609375,300039600,2005-03-24,-0.0004786039896204075,-0.2246349546316262,807.1813593879506
13411.8798828125,401276400,2005-03-29,-0.013622002624353313,0.3374114616870574,807.461796716905
13425.75,312026400,2005-03-30,0.0010341665231639041,-0.22241527286429008,807.3564521099322
13516.8798828125,427842000,2005-03-31,0.006787694006852529,0.3711724392551399,807.5227993422175
13491.349609375,323861600,2005-04-01,-0.0018887697204413856,-0.24303457818540486,807.7834372227842
13513.41015625,287550800,2005-04-04,0.0016351623457797615,-0.11211826286290194,807.7513924037526
13562.259765625,355905600,2005-04-06,0.0036148987420769885,0.2377138230879552,807.7263083934752
13602.349609375,264334800,2005-04-07,0.002955985539490502,-0.25728957341497294,807.6272501992277
13666.7197265625,245676800,2005-04-08,0.004732279277922302,-0.07058472815535455,808.2226281617296
