price,volume,date,price_change,volume_change,volatility
3988.929931640625,105178200,2010-03-26,-0.0028871657612373758,-0.2356446551621394,310.9559337796701
4000.659912109375,99561400,2010-03-29,0.0029406333702948206,-0.05340270132023561,309.903722855482
3987.409912109375,117886800,2010-03-30,-0.0033119536004283523,0.184061292830354,308.46402213566614
3974.010009765625,139164200,2010-03-31,-0.0033605530003463224,0.1804900972797634,306.6524320377061
4034.22998046875,111669600,2010-04-01,0.01515345219441877,-0.1975694898544309,304.85523630516803
4053.93994140625,113667400,2010-04-06,0.004885681042707812,0.017890276315129627,303.26524352303375
4026.969970703125,115462800,2010-04-07,-0.00665278003446923,0.01579520601333373,301.9015743778139
3978.4599609375,124318400,2010-04-08,-0.012046280483476002,0.07669656374174183,300.4309661117929
4050.5400390625,104637800,2010-04-09,0.01811758289205323,-0.1583080219822649,299.1731104837548
4050.5,106880000,2010-04-12,-9.884870193599404e-06,0.021428202810074293,298.27101815173427
4031.989990234375,126779600,2010-04-13,-0.004569808607733594,0.18618637724550902,297.6041213043731
4057.699951171875,136845000,2010-04-14,0.006376494237279928,0.07939289917305303,296.06303232188554
4065.64990234375,136845000,2010-04-15,0.0019592259820933045,0.0,294.5373606188839
3986.6298828125,191295400,2010-04-16,-0.01943601181343646,0.39789835215024305,292.952857270587
3970.469970703125,0,2010-04-19,-0.00405352706029849,0.0,291.09309599370454
4026.64990234375,119539400,2010-04-20,0.014149441263920703,inf,290.20340006173853
3977.669921875,138462800,2010-04-21,-0.012163953076784972,0.15830261821625347,289.01707390778716
3924.64990234375,189281900,2010-04-22,-0.013329416611385758,0.3670234893415416,287.1538872632808
3951.300048828125,161657800,2010-04-23,0.006790451925013707,-0.14594158236999943,285.8623472443258
3997.389892578125,129533400,2010-04-26,0.011664475787828144,-0.19871852765533116,285.0424984299371
3844.60009765625,164571600,2010-04-27,-0.03822238986633675,0.27049548610628604,284.1054317551484
3787.0,284113000,2010-04-28,-0.014982077769639668,0.726379278077141,282.93711543637926
3840.6201171875,180090900,2010-04-29,0.014158995824531395,-0.3661293217839381,282.19800377949895
3816.989990234375,179653200,2010-04-30,-0.006152685303963179,-0.0024304392948227838,281.20527535294684
3828.4599609375,100879200,2010-05-03,0.0030049779361409623,-0.43847813453921225,280.5466614521772
3689.2900390625,245235200,2010-05-04,-0.03635141108826445,1.4309788340906748,279.33356559057574
3636.030029296875,274467800,2010-05-05,-0.014436384562260929,0.11920230048541147,277.99889599577403
3556.110107421875,331062400,2010-05-06,-0.021979995003081565,0.20619759403471005,276.1947364460889
3392.590087890625,438501300,2010-05-07,-0.045982833655789035,0.32452764191886474,274.8534708869199
3720.2900390625,413011200,2010-05-10,0.09659285168035892,-0.0581300443122974,273.0587887073304
3693.199951171875,222168000,2010-05-11,-0.007281713954068958,-0.46207754172283944,271.7408151664
3733.8701171875,207577300,2010-05-12,0.011012175499114374,-0.0656741744985776,270.60872970370593
3731.5400390625,130644800,2010-05-13,-0.0006240383440961894,-0.37062096867046634,269.6195663787876
3560.360107421875,239780000,2010-05-14,-0.04587380273256603,0.835358161978127,268.1625881444214
3543.550048828125,167306700,2010-05-17,-0.004721448978913134,-0.30224914504962885,266.79397582731485
3617.320068359375,158030000,2010-05-18,0.020818111361414537,-0.05544727138841421,265.3582374194977
3511.669921875,221007000,2010-05-19,-0.02920674546012525,0.39851294058090225,264.30918126368874
3432.52001953125,279907600,2010-05-20,-0.022539106494806616,0.26651011053948515,263.6514097917757
3430.739990234375,291508000,2010-05-21,-0.00051857797966115,0.041443676413216446,262.80780873337847
3430.929931640625,134297800,2010-05-24,5.536455889720848e-05,-0.5392997790798194,262.04630543922207
3331.2900390625,224325800,2010-05-25,-0.029041657673981813,0.6703609441107747,262.28535086591904
3408.590087890625,220441200,2010-05-26,0.023204238574759062,-0.017316777651077087,262.1514895416409
3525.31005859375,207762200,2010-05-27,0.03424288861185887,-0.057516471512584766,261.28244810981226
3515.06005859375,153896600,2010-05-28,-0.0029075456710575542,-0.25926564119940976,260.4468516230331
